id_mision,id_mineral,cantidad
3492,354,3579.344
3759,354,4427.431
274,355,3503.513
2137,355,2257.588
2679,356,2973.394
3609,356,1022.041
3879,356,61.034
2019,357,663.661
2147,357,1516.95
3948,357,3946.829
1285,358,2896.214
248,359,2882.998
2345,359,4726.966
2437,359,321.593
1301,360,3036.913
1384,360,4196.814
1967,360,1907.176
2553,360,3585.26
2931,360,578.859
3248,360,1395.878
364,361,4938.85
1965,361,2644.872
3525,361,4784.978
3563,361,3360.515
3634,361,1893.844
3666,361,2801.344
3952,361,1002.772
1725,362,3411.257
2746,362,198.04
507,363,1509.957
888,363,1843.317
1701,363,2171.881
3414,363,3969.416
3859,363,4495.785
3994,363,1270.292
16,364,4946.866
957,364,1586.725
1090,364,347.5
2189,364,2441.528
2501,364,3701.825
2716,364,3665.561
666,365,1331.96
1361,365,4975.108
1371,365,3808.517
1485,365,3967.338
2365,365,3201.665
1229,366,4564.096
1855,366,882.824
1975,366,299.069
2440,366,712.582
2911,366,3677.797
3133,366,4679.751
2125,367,4371.331
2242,367,129.146
2942,367,1515.978
541,368,1670.299
1098,368,3434.677
3104,368,134.962
3895,368,802.993
3984,368,3642.98
623,369,3488.939
665,369,2135.983
778,369,1182.51
956,370,3342.852
1984,370,2154.292
2446,370,354.835
2778,370,3307.405
870,371,2421.718
952,371,793.528
1112,371,4655.066
2417,371,944.931
3,372,1675.746
972,372,1950.755
3657,372,2315.185
1142,373,4036.016
1401,373,4242.092
1188,374,1784.273
1282,374,4766.857
738,375,1635.352
1121,376,937.569
1250,376,34.308
1401,376,236.015
1705,376,2134.154
1714,376,1231.174
3346,376,821.494
3349,376,872.547
636,377,2317.02
641,377,3008.402
802,377,1193.556
893,377,3513.542
2334,377,1992.562
2521,377,616.715
3082,377,2665.012
3126,377,226.326
783,378,1364.512
1932,378,2091.449
36,379,863.434
373,379,3858.114
787,379,3749.882
535,380,3558.773
1817,380,4709.045
2872,380,3135.776
3476,380,3363.667
3651,380,2455.103
59,381,4886.104
315,381,4540.442
711,381,2816.562
883,381,3859.437
1101,381,1680.098
1197,381,314.656
1815,381,3972.018
1845,381,3563.265
2432,381,4349.893
1768,382,897.715
56,383,3137.944
2867,383,3301.241
2873,383,2749.113
3030,383,4291.934
3053,383,1591.323
3351,383,4417.282
534,384,3010.606
816,384,3855.49
1076,385,4428.898
1702,385,692.166
2047,385,3686.296
3695,385,4912.174
3734,385,1118.671
3841,385,3670.598
395,386,1321.368
1047,386,1761.712
1165,386,875.34
1483,386,53.39
2015,386,1314.034
126,387,1034.777
186,387,2654.026
744,387,2915.29
1324,387,2936.234
1595,387,4584.698
2098,387,990.186
1376,388,2579.845
1463,388,526.018
2436,388,4261.15
2447,388,3825.425
3062,388,4504.092
49,389,3486.172
1680,389,97.707
1736,389,232.298
1865,389,2546.572
425,390,733.793
1301,390,698.496
2211,390,157.276
3044,390,1978.331
840,391,4415.864
1003,391,2716.012
1281,391,2074.497
1392,391,837.371
2889,391,4382.782
3588,391,2536.9
3635,391,85.491
1363,392,859.512
2486,392,3542.833
2335,393,2735.271
2786,393,4482.972
3447,393,4737.017
182,394,1975.974
719,394,3066.037
3312,394,4075.635
1767,395,1523.741
2177,395,1102.013
2372,395,4891.007
3014,395,3676.35
3375,395,4675.077
1034,396,4716.844
2365,396,1816.148
2463,396,398.978
3207,396,2543.363
3669,396,1652.369
1945,397,1623.53
2134,397,2496.002
2503,397,4317.902
699,398,4951.321
1053,398,3294.597
1534,398,4251.186
2414,398,499.228
1805,399,522.972
2800,399,3282.598
3609,399,3898.483
285,400,3900.651
2116,400,2297.911
3938,400,4394.009
1331,401,2168.278
1822,402,3077.169
2567,402,4923.162
587,403,497.897
518,404,3459.967
2112,404,3896.184
2570,405,4645.959
1,407,1942.771
599,407,1015.437
2164,407,1129.497
3816,407,2373.673
285,408,1408.677
750,408,2914.695
1015,408,4863.094
1026,408,2089.352
1055,408,75.168
2254,408,2547.33
3901,408,18.635
375,409,2840.179
613,409,3942.429
796,409,1164.284
1529,409,4517.7
2309,409,4258.051
1109,410,4167.689
1502,410,3708.819
3763,410,2553.181
66,411,1764.302
1549,411,604.869
3042,411,4530.882
3477,411,3663.29
335,412,2721.353
563,412,441.904
2224,412,2918.202
2581,412,55.932
834,413,960.323
1345,413,1112.718
2886,413,2961.728
3187,413,3613.066
803,414,3021.615
1182,414,4091.766
2495,414,4299.785
3290,414,981.345
3366,414,464.441
3600,414,312.573
9,415,4437.709
2435,415,1817.294
3705,415,3463.578
3963,415,2170.149
246,416,3266.462
794,416,471.144
1163,416,4955.125
1337,416,2969.062
1932,416,2711.545
2662,416,612.869
3315,416,1027.137
3450,416,2838.456
3470,416,1602.352
3520,416,1525.246
17,417,104.268
2036,417,4597.064
30,418,736.955
1393,418,1821.525
3940,418,2866.147
978,419,4793.878
1884,419,173.807
3649,419,1803.658
3366,420,322.579
3822,420,2915.448
74,421,3465.588
1889,421,4577.751
720,422,4977.908
1434,422,4249.623
1934,422,4873.612
573,423,1763.911
1050,423,1538.283
1726,423,3966.924
3014,423,2250.675
3214,423,4587.712
3282,423,977.417
924,424,4610.002
1430,424,2189.153
3071,424,803.506
3520,424,1285.433
3934,424,825.2
5,425,1121.969
387,425,2105.635
1911,425,4588.871
3176,425,4155.217
3449,425,2629.878
3485,425,1487.98
3530,425,3175.658
3788,425,1806.138
19,426,1118.492
779,426,4747.802
1468,426,236.467
2263,426,4606.213
2572,426,4030.337
381,427,1583.858
2131,427,2930.036
2136,427,1674.807
2421,427,199.631
2610,427,1979.282
3533,427,3737.91
896,428,4884.167
2035,428,1113.451
2621,428,4650.847
2670,428,440.039
3478,428,289.459
197,429,4205.51
824,429,1501.055
894,429,4451.773
1005,429,3212.509
1019,429,2453.239
2494,429,1970.171
3656,429,207.817
1688,430,340.799
1795,430,219.97
3781,430,3941.483
3913,430,1085.092
3955,431,1152.614
1735,432,34.178
2551,432,1879.828
3674,432,1264.315
125,433,4239.768
283,433,2436.682
1185,433,3853.757
1255,433,270.032
2061,433,1254.102
2657,433,1279.306
781,434,558.471
1267,434,239.984
2520,434,1327.657
2533,434,198.34
2752,434,2891.041
2145,435,3802.11
2780,435,1002.203
3920,435,2926.971
190,436,2317.203
233,436,855.618
528,436,1782.032
977,436,3583.126
1409,436,4455.272
2229,436,3559.319
2070,437,1275.082
3653,437,2601.443
445,438,3724.847
2573,438,2975.192
3126,438,1264.33
3296,438,3937.242
3754,438,1255.427
1292,439,1500.141
3837,439,276.492
3868,439,3131.274
3962,440,4646.569
917,441,4037.59
2242,441,477.404
2483,441,1461.92
20,442,3452.355
490,442,2192.304
818,442,3203.127
2164,442,3184.915
2395,442,4409.671
2588,442,3872.337
2130,443,2639.899
2218,443,65.016
700,444,1612.244
1444,444,4962.989
2169,444,1051.034
2413,444,1056.387
2955,445,2847.385
254,446,2530.644
365,446,4572.366
428,446,2299.291
1053,446,3572.831
2024,446,3152.157
2307,446,575.144
3548,446,4259.359
3895,446,896.38
340,447,1396.611
421,447,151.986
2483,447,4499.033
3719,447,1129.066
338,448,4763.277
1316,448,3068.73
3774,448,139.388
3911,448,1290.458
1639,449,1738.021
2040,450,3184.456
2065,450,899.4
2614,450,2839.48
2785,450,732.043
3731,450,1113.166
103,451,3777.743
471,451,4601.429
1256,451,909.804
1948,451,4780.678
2200,451,4845.713
2531,451,3767.911
2614,451,1097.625
3173,451,3065.246
3535,451,1323.433
501,452,3120.512
627,452,3439.904
1703,453,3279.429
963,454,4072.18
2894,454,3871.003
410,455,2414.228
1561,455,131.553
2899,455,3517.856
3485,455,2732.396
141,456,4985.727
778,456,4225.849
3022,456,726.245
150,457,1567.948
3089,457,3238.454
474,458,2757.808
1094,458,2746.875
1224,458,3223.134
2159,458,1824.876
2214,458,3868.627
3311,458,2730.263
1752,459,804.081
1974,459,321.728
2425,459,3438.18
3588,459,3133.919
2184,460,3156.477
232,461,4692.769
389,461,3808.032
967,461,3254.933
1179,461,1396.519
1522,461,3733.282
1879,461,2618.34
3003,461,156.836
3194,461,2340.484
1605,462,4331.874
1678,462,1789.059
2247,462,2832.028
2920,462,3540.395
2960,462,1311.422
3339,462,3791.736
371,463,4845.364
891,463,316.821
1377,463,4292.199
1906,463,509.581
2816,463,1221.328
1784,464,3230.848
1835,464,794.871
70,465,1373.682
2148,465,1252.404
3135,465,2996.175
3656,465,1261.274
3891,465,3716.76
955,466,1253.084
1480,466,3533.685
3782,466,1181.942
574,467,994.489
1954,467,4627.526
140,468,1338.143
259,468,2732.482
1207,468,410.643
3312,468,3451.071
1250,469,4717.108
2251,469,3953.654
2589,469,2415.79
2971,469,2849.282
931,470,1455.206
2578,470,2474.253
205,471,2877.868
269,471,4169.155
2617,471,2300.715
2634,471,2491.72
2649,471,4560.676
2754,471,1459.066
3758,471,1596.452
339,472,1564.643
556,472,2689.821
2564,472,1670.897
3177,472,867.093
3408,472,4791.718
3481,472,4682.421
37,473,2897.284
235,473,2175.822
1846,473,208.151
3629,473,2491.966
203,474,1431.59
2090,474,4914.391
2432,474,884.143
2490,474,2740.072
3650,474,1766.715
4,475,376.665
593,475,1530.03
696,475,2578.733
1946,475,213.288
2179,475,1290.379
2202,475,590.034
2604,475,624.998
3092,475,3028.186
3521,475,3046.269
177,476,1463.202
556,476,3696.705
723,476,3997.059
2664,476,1755.556
2716,476,3515.83
3896,476,164.229
1569,477,1479.938
1844,477,4986.443
3386,477,1981.869
64,478,1850.146
639,478,369.562
2094,478,1384.365
2526,478,3920.19
3106,478,551.442
2649,479,3353.893
2774,479,4387.358
260,480,4313.25
2089,480,2960.455
2488,480,577.706
3249,480,4593.687
3862,480,370.976
164,481,345.882
1033,481,3149.564
1062,481,3698.754
2168,481,42.148
2449,481,2038.579
3013,481,396.539
1373,482,4008.827
2105,482,2938.198
3227,482,4653.477
3362,482,2431.283
3642,482,3521.31
1046,483,3401.736
1222,483,55.025
3051,483,2671.527
3328,483,4492.725
692,484,4443.787
2451,484,1581.363
2648,484,4271.003
682,485,54.085
2796,485,3944.272
2956,485,1355.517
417,486,2866.393
818,486,4446.465
1189,486,2230.837
1238,486,3593.641
2411,486,2103.997
2434,486,746.432
2900,486,1128.571
3124,486,3793.279
548,487,2410.744
678,487,678.217
806,487,1643.697
1314,487,4732.516
2408,487,2175.402
3582,487,419.731
3798,487,1869.213
583,488,3480.369
1326,488,844.59
1536,488,4415.397
3218,488,551.707
105,489,3483.321
1404,489,3106.937
3471,489,2628.147
1334,490,2137.101
3988,490,3598.485
1811,491,4230.07
1417,492,2331.665
1778,492,2192.535
2235,492,2264.911
221,493,1950.485
1456,493,2938.221
1461,493,152.727
1663,493,4438.516
2225,493,1305.575
2684,493,1255.549
72,494,2815.755
777,494,2178.266
837,494,4300.226
3498,494,183.25
3641,494,3881.947
764,495,1553.395
1531,496,4229.527
2035,496,1214.56
2503,496,3885.901
2691,496,3567.562
3416,496,3677.047
3487,496,3979.216
3742,496,1274.343
1003,497,4083.153
1686,497,4814.736
1690,497,1351.454
2762,497,1614.204
3065,497,658.586
3136,497,2458.527
973,498,866.922
989,498,4825.696
1290,498,2463.358
1468,498,2719.628
2612,498,4173.305
2433,499,2885.378
3452,499,1990.503
3816,499,694.364
1204,500,3300.203
2133,500,4318.869
2234,500,2781.477
2507,500,4348.743
3253,500,2976.484
1821,501,3850.712
2388,501,4280.159
3054,501,4957.442
3117,501,3885.442
3928,501,4297.543
555,502,209.189
1653,502,1955.222
3274,502,2883.082
167,503,2674.651
301,503,1523.59
553,503,4614.668
807,503,1428.923
2009,503,3194.051
900,504,4601.163
1194,504,4560.43
1700,504,4467.723
3316,504,263.387
141,505,4481.062
1252,505,4430.645
1458,505,314.248
1545,505,4354.072
2310,505,494.96
2564,505,3413.947
3202,505,4104.425
461,506,187.378
526,506,1664.87
2897,506,4906.208
3709,506,2682.252
1605,507,40.277
3417,507,918.973
1132,508,4914.107
1861,508,3929.105
75,509,891.388
1068,509,4120.241
1109,509,2042.785
1866,509,1189.134
1940,509,1145.778
1970,509,605.557
3602,509,2108.883
263,510,2571.196
498,510,999.169
1344,510,601.932
1876,510,2721.298
874,511,3453.174
1548,511,4129.278
1965,511,4989.28
2094,511,1828.253
3501,511,2655.155
3738,511,1951.55
1027,512,311.567
1606,512,615.867
1829,512,4431.781
3823,512,2084.825
3908,512,2222.403
1658,513,3652.59
2076,513,4897.082
2468,513,469.582
3270,513,4550.007
3633,513,4672.532
1117,514,1622.952
1961,514,4725.815
3687,514,2184.331
3872,514,3842.895
1850,515,1792.997
56,516,68.337
2300,516,3698.305
2390,516,397.615
2543,516,569.135
3068,516,3400.748
2359,517,2911.244
2955,517,715.363
3914,517,3333.703
1073,518,1501.594
2159,518,577.941
2514,518,140.868
1023,519,3702.339
1507,519,3073.412
2725,519,1723.667
546,520,523.472
1017,520,3038.421
2093,520,2357.226
2139,520,1145.46
2744,520,2742.988
2803,520,2638.997
720,521,3430.23
2249,521,3434.522
2755,521,233.185
597,522,3589.238
819,522,4022.013
1330,522,4279.486
1407,522,3880.158
1709,522,1384.421
2628,522,4649.723
907,523,4710.053
225,524,528.941
1278,524,1050.684
1306,524,3133.084
2226,524,2714.979
3698,524,3375.629
1312,526,4626.721
313,527,1608.113
2027,527,355.957
2338,527,4023.592
714,528,4480.512
990,528,4778.687
2492,528,2799.667
2944,528,4935.431
3568,528,4502.879
3785,528,4291.849
1196,529,4958.419
3350,529,406.714
3499,529,1903.239
3936,529,2240.611
812,530,2850.345
1012,530,2364.825
1088,530,1378.982
1838,530,93.005
2063,531,1127.27
2227,531,2763.741
2719,531,3977.662
3279,531,4925.194
3510,531,3968.019
3801,531,2739.564
296,532,1967.162
1416,532,4607.595
2744,532,1466.461
3818,532,615.669
1982,533,3040.326
2166,533,2612.398
2401,533,1393.735
2505,533,4734.667
3204,533,4408.496
584,534,1054.303
3108,534,3504.551
3607,534,2940.963
1893,535,1197.179
3756,535,3352.335
1326,536,2138.826
1500,536,2560.382
3499,536,4277.679
3635,536,3229.455
267,537,4571.353
647,537,524.302
1722,537,3863.006
2770,537,3332.928
2963,537,849.209
286,538,3204.77
363,538,4460.7
1041,538,3770.513
2757,538,4272.044
3904,539,380.577
617,540,3111.352
1067,540,3897.108
1620,540,4408.78
1641,540,1322.025
2162,540,4635.413
2694,540,4492.5
2919,540,1106.368
3623,540,2171.166
133,541,1796.909
795,541,2826.909
1654,541,3993.027
1773,541,1225.548
1499,542,164.305
2600,542,1487.296
2906,542,3948.125
531,543,3062.981
1434,543,2017.115
1848,543,4432.959
2860,543,3303.031
3261,543,4238.298
3490,543,4392.354
3799,543,1394.432
1567,546,3913.192
2502,546,2266.962
2884,546,3348.777
3175,546,526.519
3350,546,4686.539
330,547,1078.265
382,547,1367.205
1525,547,4159.978
1960,547,3320.505
2807,547,1855.916
252,548,4838.487
1183,548,281.598
2200,548,2380.001
2839,548,2031.647
2880,548,4383.207
726,549,3017.387
949,549,442.092
2321,549,2257.559
2416,549,3755.946
2673,549,3382.13
3352,549,2292.114
3376,549,3943.925
3590,549,1920.342
88,550,4275.853
2450,550,440.861
2481,550,4053.024
648,551,2514.748
735,551,39.261
1004,551,3454.602
1280,551,3344.541
2360,551,4195.687
2512,551,3771.92
3188,551,2246.089
3854,551,119.201
87,552,3105.629
202,552,1515.757
2921,552,2406.076
3012,552,800.66
1000,553,3934.483
1841,553,2326.753
3051,553,4254.525
3575,553,4090.351
1093,554,1523.247
2864,554,404.557
741,555,1425.153
974,555,3199.213
2935,555,1732.614
3056,555,1698.752
9,556,2584.647
655,556,3560.652
3030,556,1786.239
3460,556,4497.205
3812,556,1582.684
110,557,2683.535
2425,557,4434.062
2959,557,1133.11
3273,557,3836.567
1732,558,948.11
1761,558,2948.167
1855,558,4273.558
2620,558,1347.307
376,559,771.338
422,559,3009.048
1169,559,4397.8
1390,559,3288.724
2344,559,2946.681
2621,559,430.79
2991,559,1970.078
3394,559,3087.505
3511,559,3651.57
3529,559,4673.233
3863,559,2622.208
383,560,3724.937
709,560,499.014
1848,560,58.527
1883,560,3504.8
1913,560,3690.573
241,561,2467.316
258,561,2348.209
494,561,4547.754
731,561,322.7
762,561,2985.943
2236,561,1534.8
2461,561,4490.307
66,562,6.276
542,562,3446.9
3998,562,1297.012
1415,563,1389.297
3137,563,114.269
3527,563,2768.746
3565,563,1485.605
1157,564,2524.539
2194,564,793.801
3007,564,1305.964
75,565,2196.339
2248,565,2472.465
224,566,1004.405
1598,566,4557.867
2885,566,3033.22
52,567,3789.817
674,567,1686.723
2459,567,1236.331
3475,567,1677.087
533,568,4314.569
997,568,2717.86
2439,568,3453.207
2798,568,4557.992
2808,568,1773.981
2871,568,2218.664
2891,568,2339.441
3560,568,990.291
2589,569,3127.527
3578,569,3732.15
397,570,1635.136
582,570,2088.713
695,570,3433.322
770,570,1905.783
1611,570,3488.077
3052,570,4665.127
3220,570,390.244
2342,571,528.615
3581,571,1187.821
3908,571,2982.033
3922,571,3027.412
18,572,1895.254
706,572,3124.001
2193,572,176.368
2460,572,4281.829
99,573,570.775
366,573,4079.108
893,573,3133.149
1210,573,4380.669
1558,573,4100.921
3618,573,1346.487
17,574,4053.356
1544,574,4926.015
1783,574,1799.041
2197,574,2040.92
3321,574,345.658
3367,574,889.342
3887,574,2905.002
348,575,2234.67
520,575,4546.987
1040,575,3599.704
1613,575,863.736
2204,575,2870.678
128,576,4413.587
556,576,3152.461
1052,576,376.731
1391,576,558.444
1887,576,111.147
2762,576,4379.238
620,577,1670.685
852,577,1587.24
1193,577,1894.442
2250,577,295.925
3692,577,273.21
176,578,1300.859
3466,578,1269.18
1003,579,2283.216
1550,579,3564.368
2188,579,3009.512
101,580,3573.123
2078,580,2137.245
3936,580,4107.368
703,581,3002.701
1321,581,3590.042
3222,581,806.824
3345,581,3459.042
287,582,465.545
1287,582,1116.52
3607,582,2311.504
125,583,4217.471
720,583,557.973
1349,583,2782.029
3177,583,4409.583
1532,584,4479.582
1731,584,3359.902
2025,584,822.43
2217,584,191.865
3253,584,4232.901
3526,584,468.575
3619,584,4055.682
3841,584,2173.919
3931,584,2064.339
3949,584,3550.698
76,585,2352.364
595,585,3447.427
716,585,2771.669
1509,585,4241.677
1518,586,2239.265
2960,586,4352.841
3029,586,1089.537
1092,587,2732.749
3069,587,2373.598
268,588,3847.914
2964,588,2180.809
1934,589,1802.372
2370,589,3706.995
738,590,2860.825
1143,590,2386.101
2207,590,3816.651
2355,590,2876.034
2824,590,739.21
111,591,4913.134
165,591,2263.181
752,591,195.05
1399,591,533.728
1872,591,138.389
2330,591,4692.46
3900,591,272.574
1711,592,1004.478
2612,592,307.691
2732,592,4943.835
1534,593,2790.636
2668,593,4136.352
3780,593,1784.419
461,594,231.605
1572,594,1649.876
249,595,1548.501
266,595,3305.917
1957,595,4313.527
1973,595,2339.231
3473,595,3133.263
101,596,193.103
996,596,1729.341
1870,596,3740.369
2370,596,442.494
2993,596,976.933
3278,596,804.537
3314,596,450.514
3997,596,536.669
1372,597,899.888
2011,597,3954.592
3160,597,3358.864
3415,597,4667.659
68,598,647.236
705,598,19.703
1347,598,2983.897
399,599,4466.936
1139,599,3736.393
2450,599,1029.702
3899,599,2137.601
216,600,4654.577
753,600,672.91
2937,600,3154.59
3617,600,292.563
555,601,830.321
1768,601,939.71
948,602,2374.239
984,602,4026.338
1329,602,508.621
1665,602,3003.506
3567,602,4486.003
3840,602,3100.975
2701,603,448.132
128,604,4723.821
509,604,4202.984
923,604,4617.452
1061,604,1745.017
1353,604,2140.482
2076,604,4194.993
2336,604,604.704
2688,604,2724.033
1445,605,3716.955
1706,605,832.809
2769,605,4905.872
3164,605,4065.052
668,606,3141.723
2726,606,4592.898
3081,606,3418.601
3292,606,541.79
204,607,584.25
1129,607,4304.551
3829,607,2737.4
3859,607,281.33
602,608,95.485
2942,608,594.028
2986,608,2389.216
3563,608,2653.458
535,609,2231.637
844,609,1583.415
1369,609,1424.149
3294,609,2546.385
3776,609,4177.534
1107,610,3941.155
1125,610,3656.671
2062,610,277.393
2511,610,4688.011
267,611,1468.189
1180,611,2272.829
3328,611,387.002
2170,612,2163.355
2741,612,659.493
3691,612,3787.71
3778,612,2867.849
923,613,648.721
1922,613,2964.944
3577,613,4024.195
3579,613,601.562
163,614,513.719
1048,614,485.019
1190,614,3465.166
3122,614,1153.816
3751,614,1691.069
743,615,1222.788
827,615,2005.255
904,615,4928.168
2329,615,3253.55
2491,615,168.208
3344,615,2287.576
453,616,4920.396
877,616,4761.35
3041,616,510.178
3467,616,1655.105
35,617,4888.849
405,617,1474.425
2345,617,1509.843
3117,617,4285.687
71,618,1143.761
325,618,2622.04
1549,618,1114.537
3323,618,3380.481
3400,618,3232.27
1105,619,1483.736
1947,619,1571.051
2813,619,3094.165
1795,620,3943.712
3432,620,2182.181
2059,621,330.801
2168,621,3694.355
2661,621,3380.955
3452,621,4677.791
1382,622,4280.865
2092,622,2192.289
2449,622,328.792
3077,622,421.006
3735,622,2647.609
156,623,1821.746
159,623,3130.357
1833,623,1562.54
3228,623,1982.934
3511,623,2143.328
214,624,3009.581
342,624,3053.575
1217,624,1199.773
314,625,387.391
443,625,2980.123
3281,625,537.908
53,626,2840.475
1427,626,2648.539
2052,626,4368.897
3723,626,1078.257
730,627,985.517
859,627,1477.275
1223,627,2446.983
1467,627,4393.56
1694,627,3846.909
3354,627,602.946
1178,628,1418.192
1217,628,1408.481
749,629,4732.122
1279,629,1972.577
2859,629,4638.202
3599,629,66.388
3964,629,3432.28
158,630,2062.769
245,630,56.315
976,630,873.928
2141,630,1255.133
1515,631,363.359
2118,631,2704.731
2645,631,4185.556
1738,632,1826.019
1886,632,2316.663
2101,632,2488.998
2878,632,4138.521
3272,632,2387.48
169,633,1201.232
1203,633,4481.2
2756,633,4501.37
3545,633,2097.422
3851,633,580.167
610,634,224.12
2099,634,1220.754
2283,634,930.891
2724,634,4859.92
100,635,3909.869
527,635,3093.783
1088,635,3063.366
1307,635,3572.579
1323,635,4448.807
3236,636,104.73
3701,636,4628.452
88,637,829.104
174,637,2520.178
565,637,3630.102
1476,637,1551.018
1914,637,3221.331
2855,637,4688.948
523,638,4749.264
530,638,1559.905
3998,638,255.376
3217,639,517.545
1157,640,1147.67
1801,640,3248.738
2683,640,2228.359
386,641,1385.633
1493,641,3825.492
1520,641,275.549
3190,641,3510.677
3654,641,1774.484
409,642,2256.452
1432,642,1169.152
2420,642,2719.54
112,643,917.629
1729,643,4265.944
2990,643,3959.243
3702,643,4035.763
441,644,3083.499
907,644,1457.449
914,644,192.373
3658,644,3501.064
551,645,1649.924
2289,645,4515.106
2626,645,130.636
2899,645,4317.982
3726,645,3960.124
2230,646,183.667
3235,647,2267.902
944,648,2144.655
983,648,1342.344
1167,648,2491.073
3527,648,677.939
1115,649,2504.068
1124,649,1130.333
1843,649,542.924
2242,649,504.712
2402,649,2320.73
3763,649,4248.798
151,650,4432.842
1336,650,1729.55
1439,650,780.289
1607,650,2423.579
3728,650,1330.671
3839,650,3155.326
3909,650,731.949
1601,651,3579.039
3875,651,1472.164
1566,652,1144.559
3024,652,185.791
3922,652,4334.631
674,653,3327.32
820,653,4495.307
1098,653,4803.095
1969,653,4218.652
2203,653,4494.905
2499,653,2440.501
2522,653,3087.982
2617,653,2925.674
3674,653,1233.848
3705,653,4435.316
637,654,2368.107
1772,654,4813.459
2343,654,39.146
3544,654,4888.09
1393,655,164.253
2193,655,3233.673
3608,655,3341.53
3721,655,635.454
2533,656,3457.502
998,657,3337.424
1834,657,1671.545
3640,657,2076.181
412,658,1362.876
1188,658,1156.569
1599,658,2347.509
1751,658,362.578
2176,658,311.612
2559,658,3642.305
3288,658,1177.696
3519,658,2077.453
1106,659,4113.102
1596,659,212.398
3460,659,2527.154
3985,659,3013.85
101,660,2074.644
1291,660,636.01
2476,660,3132.526
78,661,3972.014
483,661,4846.126
2756,661,394.1
3160,661,1960.476
3988,661,3282.552
388,662,772.963
459,662,2976.945
666,662,2472.397
1517,662,2541.063
1664,662,721.285
3872,662,3995.708
82,663,965.464
2155,663,1831.851
3313,663,3427.982
3462,663,1260.278
388,664,1390.481
1991,664,4565.684
2301,664,2489.371
2466,664,4847.338
3542,664,3967.431
3616,664,1493.632
131,665,1021.881
284,665,640.922
1435,665,4660.31
2913,665,2471.392
1421,666,3718.311
1520,666,2761.114
2001,666,3675.175
3380,666,2020.106
3202,667,3706.84
3351,667,1094.637
3953,667,3884.248
1358,668,200.222
1742,668,709.135
2039,668,1359.143
2105,668,2374.365
3353,668,701.256
624,669,360.15
950,670,4949.318
1150,670,4850.29
1349,670,4769.399
1733,670,912.762
3256,670,3198.774
3629,670,3006.006
318,671,4577.618
631,671,2377.019
1124,671,4991.254
1832,671,2355.405
2694,671,4077.581
3369,671,4110.809
1744,672,1176.255
1902,672,3518.724
2675,673,3157.037
172,674,4202.632
586,674,2067.227
2410,674,4868.308
2412,674,1907.517
2029,675,472.214
2480,675,1340.299
3319,675,1247.057
2573,676,4474.573
2869,676,3635.178
5,677,2240.659
44,677,4188.188
965,677,3315.498
1177,677,4320.25
1662,677,1564.033
2602,677,801.78
2987,677,647.899
850,678,2252.815
3605,678,2330.27
465,679,4207.388
946,679,897.862
1326,679,4422.302
1473,679,2907.834
2215,679,1505.411
3396,679,3797.82
3571,679,3031.257
2540,680,1053.207
3926,680,1204.682
55,681,2452.319
87,681,1244.602
1300,681,1793.053
1590,681,3516.248
2103,681,3978.476
706,682,2643.082
972,682,4968.966
999,682,3812.381
1063,682,1959.081
2195,682,4451.755
155,683,2876.354
524,683,3122.058
1381,683,522.497
2108,683,4428.055
472,684,1311.107
947,684,2939.755
1119,684,3387.658
2093,684,4269.016
2203,684,816.857
321,685,452.27
772,685,660.958
2641,685,3716.792
2927,685,812.429
3063,685,4253.714
3099,685,2130.328
414,686,3409.051
694,686,787.093
780,686,3511.322
909,686,3472.557
1961,686,4826.751
2696,686,3866.074
3148,686,4879.052
1392,687,69.034
1651,687,4497.496
1657,687,687.314
2483,687,2579.353
503,688,2241.403
1262,688,2060.915
2292,688,2046.414
3090,688,1492.512
48,689,312.421
384,689,1540.606
1053,689,644.252
1412,689,1684.746
1646,689,3520.078
3198,689,4556.846
3664,689,2124.236
2781,690,976.684
3911,690,2256.717
1159,691,3696.617
1678,691,2378.989
2012,691,3464.045
838,692,2376.652
2037,692,4657.878
2339,692,4616.732
2424,692,496.082
2554,693,4649.251
879,694,1466.024
2320,694,2320.28
529,695,4815.396
1166,695,3963.067
3273,695,2952.208
1910,696,51.045
2354,696,2765.915
2542,696,755.401
3264,696,3886.134
3790,696,281.848
3969,696,4298.082
684,697,579.793
2369,697,2619.461
2476,697,4211.667
3175,697,2849.824
3676,697,3088.275
1841,698,3849.542
2492,698,1618.022
2708,698,4241.319
3334,698,219.672
3902,698,2965.668
70,699,1441.798
1234,699,2009.764
2240,699,4250.082
3008,699,1041.241
153,700,3480.456
2806,700,853.126
410,701,3221.55
1216,701,4641.655
1368,701,3117.546
3138,701,2254.502
3244,701,3079.471
3700,701,1623.574
829,702,75.018
1462,702,1138.41
1619,702,4683.153
2385,702,353.265
678,703,2854.722
2696,703,3096.125
2834,703,2895.194
2890,703,2360.404
3715,703,3202.156
650,704,3078.507
2626,704,4866.092
2735,704,258.211
2950,704,536.239
3930,704,4096.391
1086,705,3091.239
1360,705,4371.043
1531,705,1629.986
2418,705,1173.11
111,706,2831.172
729,706,3855.692
1316,706,2008.833
2737,706,2017.508
3098,706,4038.37
3601,706,2574.375
1672,707,2727.515
2631,707,113.915
3546,707,4025.601
672,708,1881.838
981,708,2180.311
1721,708,2961.562
2693,708,6.423
2904,708,2730.036
3116,708,2003.813
26,709,717.715
769,709,4274.57
2272,709,3478.867
3340,709,2969.079
