id_planeta,nombre,coordenada_x,coordenada_y,tamano,tipo
573,P-268,-231569.091,-337896.202,S,Criogénico
574,P-233,661171.708,-856534.941,M,Gas
575,P-675,-832892.208,599742.018,XL,Criogénico
576,P-304,606451.281,-645773.293,S,Gas
577,P-348,-262331.428,-188736.627,M,Rocoso
578,P-684,199555.867,-287654.134,S,Líquido
579,P-890,124268.704,-502073.056,XL,Plasma
580,P-506,-911621.853,797640.616,L,Rocoso
581,P-680,-551668.603,407082.576,S,Gas
582,P-483,-950760.19,-164715.666,S,Sólido
583,P-701,416620.321,-11326.224,XL,Plasma
584,P-829,169199.227,-325674.733,M,Gas
585,P-243,311752.703,662125.001,M,Rocoso
586,P-725,411553.573,123438.283,S,Gas
587,P-303,-713387.679,540268.904,S,Criogénico
588,P-857,-403425.521,523.684,XL,Plasma
589,P-444,-693990.752,800422.829,L,Plasma
590,P-737,-752219.636,-895198.624,XL,Gas
591,P-861,-825828.509,728096.405,S,Líquido
592,P-765,578347.116,229099.472,XL,Líquido
593,P-638,-986172.537,250744.524,XL,Criogénico
594,P-732,614429.097,234586.044,XL,Plasma
595,P-125,865440.399,34479.009,M,Plasma
596,P-188,-198020.378,-331465.625,S,Sólido
597,P-249,479030.701,499801.701,XL,Plasma
598,P-438,-781432.813,-665111.946,XL,Líquido
599,P-576,834474.892,-377300.606,S,Sólido
600,P-273,842411.413,-246318.486,L,Rocoso
601,P-210,-833833.005,822226.131,L,Líquido
602,P-201,-376652.714,-663307.453,M,Líquido
603,P-822,585651.435,-680706.346,XL,Sólido
604,P-642,-512610.045,818643.914,M,Rocoso
605,P-698,773721.39,-935422.232,XL,Sólido
606,P-289,-93163.616,829297.139,XL,Líquido
607,P-874,87064.642,898825.043,M,Criogénico
608,P-432,-995058.452,-119259.124,M,Rocoso
609,P-384,-159421.274,-87166.071,L,Rocoso
610,P-729,407646.532,709832.155,S,Plasma
611,P-621,230861.181,493868.286,XL,Criogénico
612,P-837,759045.226,-526510.744,S,Criogénico
613,P-520,795225.221,108722.942,S,Gas
614,P-104,409823.819,-272514.321,S,Sólido
615,P-869,-35335.58,-476117.117,M,Líquido
616,P-867,223493.299,-30447.262,S,Sólido
617,P-530,-629892.986,929565.396,M,Gas
618,P-915,-707410.656,77914.826,L,Sólido
619,P-644,797592.926,-524191.93,M,Líquido
620,P-631,-601201.485,911758.738,M,Plasma
621,P-362,-1631.538,-9392.943,M,Rocoso
622,P-696,-207106.069,-359235.341,S,Sólido
623,P-876,47505.762,-423859.87,L,Rocoso
624,P-392,-858405.793,991443.111,XL,Sólido
625,P-307,70768.339,-754690.182,M,Plasma
626,P-422,-959929.921,-228643.905,S,Sólido
627,P-455,466191.387,-152462.299,M,Líquido
628,P-169,745711.491,32992.54,XL,Plasma
629,P-473,-414102.137,-129908.268,S,Líquido
630,P-118,613709.321,518003.577,M,Criogénico
631,P-404,975125.967,-74080.269,XL,Gas
632,P-248,208655.285,-506075.707,L,Plasma
633,P-458,344378.723,-49845.262,XL,Sólido
634,P-243,279082.237,-751222.391,L,Rocoso
635,P-747,536845.874,-575106.837,M,Gas
636,P-561,388166.352,112725.933,M,Rocoso
637,P-544,-907238.938,283501.305,XL,Rocoso
638,P-588,-692639.778,308359.376,M,Criogénico
639,P-469,-729879.259,-146671.468,XL,Sólido
640,P-332,-825966.103,-539096.007,L,Sólido
641,P-253,159444.421,929753.964,L,Sólido
642,P-246,859708.203,442038.127,L,Líquido
643,P-732,469615.702,-529110.087,XL,Gas
644,P-201,693622.243,-151410.56,XL,Gas
645,P-229,877514.091,-218264.729,M,Gas
646,P-115,689777.711,236018.692,XL,Plasma
647,P-288,299876.529,-711971.352,XL,Gas
648,P-175,-666139.222,7868.549,XL,Criogénico
649,P-834,-807344.268,198567.272,XL,Gas
650,P-220,245465.466,-336362.03,L,Gas
651,P-247,-10687.317,945825.899,S,Plasma
652,P-678,-842478.592,-563698.71,S,Gas
653,P-840,256682.544,-989562.836,M,Plasma
654,P-185,274986.603,-108110.584,S,Sólido
655,P-669,-773090.477,359593.731,S,Criogénico
656,P-846,510929.818,757449.771,M,Sólido
657,P-182,488741.208,273135.812,M,Sólido
658,P-540,837635.136,661533.415,M,Sólido
659,P-102,-729336.05,-793722.336,L,Rocoso
660,P-218,-975832.878,571813.892,S,Plasma
661,P-131,-276454.817,199720.6,L,Plasma
662,P-821,-100863.699,-228691.77,XL,Líquido
663,P-282,-299455.418,-881218.903,L,Gas
664,P-468,-318207.125,785663.332,M,Criogénico
665,P-820,-886869.206,-772918.128,L,Plasma
666,P-727,88845.417,614934.924,L,Rocoso
667,P-264,-496791.505,479431.733,XL,Rocoso
668,P-184,-172156.603,246096.347,M,Rocoso
669,P-848,595830.583,184824.27,L,Sólido
670,P-792,348445.083,317602.547,S,Sólido
671,P-594,-457622.473,-696301.358,XL,Criogénico
672,P-759,7196.674,-125635.528,L,Rocoso
673,P-778,-36903.392,455879.749,M,Plasma
674,P-321,267653.051,265268.466,L,Criogénico
675,P-957,-601073.183,538652.445,XL,Criogénico
676,P-854,999497.812,-354669.646,M,Gas
677,P-466,679935.702,-918467.259,S,Plasma
678,P-351,-538642.425,-884918.765,XL,Criogénico
679,P-326,504821.509,231065.788,M,Criogénico
680,P-940,438968.643,-67854.243,L,Plasma
681,P-824,-498893.278,-211362.366,L,Sólido
682,P-272,-197318.614,-203421.138,XL,Líquido
683,P-213,330312.728,-692390.567,XL,Plasma
684,P-817,-912917.09,157936.166,S,Criogénico
685,P-348,254276.999,367333.996,L,Rocoso
686,P-224,-14985.485,-927670.437,L,Gas
687,P-780,-399874.699,-885614.27,M,Rocoso
688,P-339,888079.069,773703.023,M,Rocoso
689,P-714,-175342.83,73281.36,L,Criogénico
690,P-176,233887.444,793729.683,S,Sólido
691,P-986,-650567.855,826236.319,L,Gas
692,P-764,-522870.479,252818.685,XL,Sólido
693,P-920,-570220.919,533572.242,L,Sólido
694,P-172,-819299.879,-628574.137,XL,Rocoso
695,P-357,-530135.649,175284.861,XL,Criogénico
696,P-236,-785101.177,-351169.498,XL,Criogénico
697,P-366,-524436.92,426337.084,L,Rocoso
698,P-971,-969387.767,134590.529,XL,Gas
699,P-255,592506.339,489880.012,S,Líquido
700,P-621,337348.44,-716471.681,M,Líquido
701,P-458,-273180.393,789762.428,M,Rocoso
702,P-154,338804.083,-178443.722,S,Gas
703,P-307,906581.068,-430810.367,S,Criogénico
704,P-739,-309458.267,659266.594,XL,Rocoso
705,P-876,38768.761,-102245.878,L,Plasma
706,P-890,185155.374,-572889.368,XL,Gas
707,P-170,-906438.194,-364316.003,L,Plasma
708,P-224,750279.211,-477308.953,XL,Sólido
709,P-740,-40099.305,19480.577,XL,Gas
710,P-895,-875501.546,29598.193,S,Criogénico
711,P-826,-848792.35,66954.468,S,Gas
712,P-756,957818.787,-137858.977,XL,Rocoso
713,P-161,853504.153,-308849.828,S,Sólido
714,P-156,478980.893,-225755.15,XL,Líquido
715,P-156,-221056.579,26184.633,XL,Plasma
716,P-644,-197352.449,315734.245,S,Sólido
717,P-672,-584990.272,-618746.121,L,Sólido
718,P-789,-860263.05,126217.527,S,Rocoso
719,P-716,393540.66,-14274.386,M,Plasma
720,P-936,76594.609,-952841.616,XL,Líquido
721,P-370,711275.143,878163.792,S,Rocoso
722,P-790,980744.968,-813576.962,L,Líquido
723,P-431,846362.89,173974.337,M,Gas
724,P-474,-749213.516,13834.291,L,Rocoso
725,P-185,-975995.634,-201472.456,S,Plasma
726,P-265,-553829.981,3726.766,S,Líquido
727,P-862,927266.559,-517256.098,XL,Criogénico
728,P-821,481641.266,420077.668,XL,Rocoso
729,P-942,-741542.264,94486.488,M,Sólido
730,P-956,105867.848,243995.599,L,Gas
731,P-700,407902.544,-383094.258,L,Gas
732,P-966,733887.185,-847684.152,M,Criogénico
733,P-946,-657553.593,488415.679,XL,Sólido
734,P-464,-846336.714,-655307.913,S,Líquido
735,P-265,898646.154,-705789.727,XL,Líquido
736,P-793,-241059.928,21592.851,L,Líquido
737,P-727,828555.391,-773420.415,M,Rocoso
738,P-505,354413.529,462128.364,M,Líquido
739,P-220,-597660.702,656837.498,S,Líquido
740,P-787,827628.51,-679511.162,S,Plasma
741,P-322,817906.838,-479415.444,S,Criogénico
742,P-646,851358.626,637461.08,L,Rocoso
743,P-104,-989703.575,757241.465,XL,Rocoso
744,P-129,400076.899,806233.894,M,Criogénico
745,P-837,964507.737,301507.379,S,Gas
746,P-838,-845738.416,-159630.953,S,Sólido
747,P-992,-866124.447,-143843.206,L,Rocoso
748,P-892,-860116.012,-247152.13,L,Rocoso
749,P-293,-526556.484,-323814.993,S,Sólido
750,P-914,38989.394,200230.896,S,Líquido
751,P-144,-991156.001,284106.645,S,Sólido
752,P-743,242920.886,536836.609,XL,Líquido
753,P-808,-583849.097,-971984.453,L,Rocoso
754,P-634,22630.62,742067.54,M,Sólido
755,P-968,-339410.324,-297854.146,S,Plasma
756,P-820,244281.775,-218188.916,L,Sólido
757,P-360,841211.839,-765974.897,L,Líquido
758,P-773,-459607.437,46267.07,M,Rocoso
759,P-922,-780076.109,-377038.403,S,Gas
760,P-147,-554039.81,333378.656,XL,Líquido
761,P-207,-621467.419,620312.123,S,Sólido
762,P-974,415179.832,956812.628,S,Sólido
763,P-263,-682140.293,523749.944,L,Gas
764,P-603,870272.028,-515973.279,L,Gas
765,P-616,-521069.537,-968419.088,L,Plasma
766,P-246,446994.218,-404499.582,XL,Sólido
767,P-816,475273.839,293867.698,S,Gas
768,P-939,-399552.042,-71159.99,M,Líquido
769,P-175,72061.054,-819890.445,S,Gas
770,P-590,155722.338,-625562.469,S,Plasma
771,P-660,736788.422,-571943.776,XL,Líquido
772,P-325,-885649.452,-400553.328,S,Líquido
773,P-177,-189961.221,89873.06,M,Rocoso
774,P-704,465145.556,-471669.083,L,Plasma
775,P-388,-416135.214,-339694.746,S,Líquido
776,P-124,-227923.667,-710784.381,L,Plasma
777,P-913,-729021.424,-161756.436,L,Rocoso
778,P-992,-255809.995,-113378.196,M,Rocoso
779,P-365,-504128.698,-777072.155,L,Criogénico
780,P-300,535827.509,-837194.501,XL,Criogénico
781,P-391,-779204.593,155222.0,L,Sólido
782,P-886,66983.749,-82650.987,L,Sólido
783,P-862,658118.113,575323.331,M,Gas
784,P-635,472488.71,-961386.58,M,Criogénico
785,P-150,-466131.582,-514146.855,M,Sólido
786,P-662,689979.983,883550.789,L,Gas
787,P-763,-210569.94,156705.369,L,Criogénico
788,P-329,-530626.776,-592363.188,S,Rocoso
789,P-137,137394.42,583995.16,S,Criogénico
790,P-519,-253293.897,-699185.144,M,Sólido
791,P-864,123779.264,-88153.38,M,Líquido
792,P-925,8125.361,-793539.778,XL,Plasma
793,P-586,460989.476,278864.812,XL,Sólido
794,P-722,39367.947,-691528.479,S,Plasma
795,P-912,-52243.481,685387.685,S,Sólido
796,P-940,935205.507,-223139.219,S,Líquido
797,P-323,-683780.535,13303.94,L,Rocoso
798,P-953,-691007.813,-341088.354,XL,Criogénico
799,P-234,509032.529,-98487.201,M,Criogénico
800,P-396,-649963.641,-17703.222,L,Plasma
801,P-387,177048.271,479993.493,S,Líquido
802,P-414,-223496.103,-332662.269,XL,Rocoso
803,P-694,-580425.654,197660.072,XL,Rocoso
804,P-633,786774.532,-63028.692,M,Líquido
805,P-318,-679680.809,-571655.213,S,Rocoso
806,P-638,850288.938,-653200.519,XL,Gas
807,P-264,-404658.958,845925.621,S,Líquido
808,P-545,829719.657,-520440.66,L,Rocoso
809,P-200,530281.157,-81113.495,XL,Gas
810,P-278,372234.493,-71343.307,L,Criogénico
811,P-900,-167730.931,864401.159,S,Líquido
812,P-880,-431375.869,-991388.79,L,Plasma
813,P-511,941404.04,261302.098,L,Sólido
814,P-101,896653.089,856594.394,M,Sólido
815,P-978,822880.079,-45547.368,S,Gas
816,P-237,503862.559,-672893.544,S,Criogénico
817,P-820,-14231.276,638186.998,L,Criogénico
818,P-775,7658.226,862099.873,XL,Rocoso
819,P-754,-29806.711,783938.878,M,Rocoso
820,P-552,-251682.414,589094.18,XL,Plasma
821,P-936,513561.131,-309851.281,L,Plasma
822,P-757,-309674.154,193781.303,XL,Criogénico
823,P-440,194000.669,-895837.625,L,Gas
824,P-611,-631372.625,953461.597,XL,Líquido
825,P-477,-274327.5,-204967.954,L,Plasma
826,P-237,-528685.581,-720406.084,M,Plasma
827,P-250,357068.853,245341.406,L,Líquido
828,P-618,-9044.663,106697.415,M,Plasma
829,P-378,560937.623,641874.169,S,Criogénico
830,P-695,-588205.76,-222537.517,M,Líquido
831,P-943,-793232.047,657194.398,M,Plasma
832,P-422,166772.568,130579.126,M,Criogénico
833,P-251,-482844.613,843242.05,S,Criogénico
834,P-962,-908362.771,486647.792,L,Gas
835,P-106,-208547.313,-800890.464,S,Rocoso
836,P-247,527260.742,453643.898,S,Rocoso
837,P-815,938296.756,-137377.539,S,Sólido
838,P-664,831859.015,-166913.394,XL,Rocoso
839,P-908,-88578.307,581536.89,S,Plasma
840,P-893,807329.245,-963032.853,L,Criogénico
841,P-454,489677.254,46164.141,S,Sólido
842,P-117,-889911.499,-936960.666,L,Sólido
843,P-807,473582.806,754972.448,M,Gas
844,P-281,-987562.809,868267.584,L,Rocoso
845,P-526,-500395.405,-610290.806,M,Sólido
846,P-195,282261.459,223055.601,S,Rocoso
847,P-291,699097.982,-726847.826,S,Criogénico
848,P-255,-54183.377,207610.774,S,Sólido
849,P-445,623180.242,-636195.796,M,Rocoso
850,P-614,-585134.445,303380.519,L,Líquido
851,P-530,587112.765,-221569.215,S,Líquido
852,P-981,-664407.343,-897335.1,S,Criogénico
853,P-455,-242304.937,-287923.945,S,Gas
854,P-175,508334.33,-610827.065,M,Plasma
855,P-937,-477516.92,-12944.039,XL,Rocoso
856,P-323,857448.269,602154.175,XL,Sólido
857,P-412,-533619.863,-346124.211,M,Gas
858,P-841,-209561.601,-477732.67,S,Sólido
859,P-486,700146.08,-622115.91,L,Criogénico
860,P-877,-248719.507,-649199.608,L,Gas
861,P-926,-258017.879,-963698.889,M,Plasma
862,P-568,18348.19,911301.414,L,Criogénico
863,P-164,-406241.865,22506.953,M,Sólido
864,P-923,72114.018,-61169.239,S,Líquido
865,P-942,167309.759,690302.269,S,Plasma
866,P-415,540603.19,304187.126,XL,Líquido
867,P-746,-571156.368,-600663.34,S,Plasma
868,P-662,-364642.309,-995054.956,S,Plasma
869,P-966,338032.581,504188.951,S,Líquido
870,P-706,-957041.639,-212644.077,M,Criogénico
871,P-275,-232442.266,194740.423,XL,Gas
872,P-942,820541.547,-611119.455,S,Criogénico
873,P-397,-477362.985,-352030.976,L,Criogénico
874,P-888,503605.654,-806007.378,S,Rocoso
875,P-109,322345.362,622325.729,M,Gas
876,P-661,-624873.159,-289972.704,M,Plasma
877,P-702,49202.948,837792.999,S,Sólido
878,P-943,333374.877,625675.267,S,Criogénico
879,P-227,574811.359,205174.576,XL,Gas
880,P-946,776966.672,370446.915,M,Plasma
881,P-678,191326.11,-141323.704,M,Criogénico
882,P-901,-236134.787,690105.867,M,Criogénico
883,P-290,794418.441,-44436.688,S,Sólido
884,P-439,769529.491,313295.522,XL,Gas
885,P-537,-327354.974,-393093.295,S,Gas
886,P-876,-81135.281,-871404.825,XL,Rocoso
887,P-628,-612502.185,192846.319,XL,Líquido
888,P-633,259378.287,-603684.289,XL,Gas
889,P-346,572302.977,474926.301,M,Gas
890,P-856,423778.122,915353.585,S,Líquido
891,P-782,434361.868,5297.316,L,Sólido
892,P-189,511823.2,-561460.747,S,Gas
893,P-541,889176.961,333460.975,XL,Líquido
894,P-129,962753.779,-940600.175,M,Criogénico
895,P-146,981717.377,154347.283,S,Rocoso
896,P-436,-65438.692,-988543.609,M,Gas
897,P-199,-403158.724,738162.024,L,Gas
898,P-991,161441.948,-15572.656,M,Sólido
899,P-349,-788689.083,-819409.319,XL,Gas
900,P-840,-124422.545,-275224.259,L,Rocoso
901,P-569,669558.398,439539.762,M,Plasma
902,P-563,948636.605,-97774.802,S,Plasma
903,P-298,-16906.297,-669049.116,M,Sólido
904,P-496,-434161.195,-747694.488,L,Criogénico
905,P-631,-846305.278,346946.145,S,Plasma
906,P-887,-401889.313,-608628.554,XL,Líquido
907,P-574,507576.25,757807.547,M,Plasma
908,P-352,446789.033,-85149.692,S,Rocoso
909,P-478,-955433.459,-721139.53,XL,Rocoso
910,P-826,860411.187,455738.669,L,Plasma
911,P-460,-536412.866,766097.811,S,Sólido
912,P-614,454195.45,-666619.656,XL,Criogénico
913,P-792,26101.286,850825.546,XL,Rocoso
914,P-869,-314787.879,257838.676,XL,Plasma
915,P-111,-350076.804,63437.473,S,Líquido
916,P-437,-366184.288,-288138.439,M,Gas
917,P-895,-701464.229,392377.602,XL,Líquido
918,P-186,-510027.449,-363121.973,L,Rocoso
919,P-569,-408893.113,517526.494,M,Criogénico
920,P-571,-384914.6,486078.666,M,Criogénico
921,P-758,904593.789,-401626.969,XL,Gas
922,P-888,-740034.103,-72688.422,M,Líquido
923,P-915,-16014.341,-704020.215,L,Criogénico
924,P-259,-475263.971,-880262.601,S,Rocoso
925,P-491,481254.139,-927333.961,M,Líquido
926,P-518,560318.401,-538355.332,L,Criogénico
927,P-811,-254579.455,715974.074,S,Gas
928,P-282,-648832.697,256708.1,L,Criogénico
929,P-370,112749.74,567027.513,M,Plasma
930,P-143,-581579.692,-65370.062,XL,Sólido
931,P-568,-183924.211,-979725.759,S,Gas
932,P-690,-726428.445,373536.177,XL,Criogénico
933,P-187,31638.688,158340.227,XL,Líquido
934,P-712,234050.75,-536629.912,M,Sólido
935,P-544,-22803.647,904191.873,M,Líquido
936,P-408,999776.179,413806.977,XL,Sólido
937,P-241,763954.096,-73150.311,S,Rocoso
938,P-378,33737.951,-211855.642,S,Sólido
939,P-648,647999.339,408660.377,S,Gas
940,P-103,821402.102,201624.383,M,Gas
941,P-179,211929.325,-172997.485,L,Líquido
942,P-629,-384300.367,-616339.197,M,Gas
943,P-676,875808.578,-159045.459,L,Rocoso
944,P-334,907983.836,22126.531,M,Gas
945,P-786,-377360.444,-632843.075,L,Rocoso
946,P-825,-615549.295,-339349.62,L,Líquido
947,P-103,18990.792,-366437.743,XL,Líquido
948,P-463,340630.7,-366638.385,S,Plasma
949,P-766,-249244.033,-188123.496,S,Plasma
950,P-176,819268.524,-48794.591,XL,Criogénico
951,P-293,739152.947,-314634.416,XL,Líquido
952,P-225,-449616.178,765213.721,L,Líquido
953,P-793,-709249.589,571722.526,S,Rocoso
954,P-757,-46573.171,-257999.316,L,Criogénico
955,P-114,-695609.927,792166.256,XL,Criogénico
956,P-522,131156.698,549521.388,M,Rocoso
957,P-637,-64580.607,393858.191,XL,Rocoso
958,P-121,163978.503,-893551.438,M,Gas
959,P-429,788944.998,-257214.908,L,Sólido
960,P-848,224239.397,517147.027,M,Plasma
961,P-456,-924156.577,-747428.265,L,Plasma
962,P-799,-524442.705,-135627.358,XL,Sólido
963,P-437,482595.682,926482.537,M,Gas
964,P-286,-529005.769,605587.748,S,Rocoso
965,P-954,-310835.861,-959678.224,M,Gas
966,P-814,44164.542,133182.484,XL,Gas
967,P-383,199200.427,697296.09,S,Gas
968,P-806,-338303.867,-352472.487,M,Sólido
969,P-780,505894.256,-321788.188,S,Rocoso
970,P-562,476587.24,797076.501,XL,Sólido
971,P-496,-730078.354,577900.846,M,Rocoso
972,P-232,-180397.757,-58797.084,M,Sólido
973,P-413,-32285.401,593637.467,M,Sólido
974,P-790,-741160.512,-879480.833,L,Rocoso
975,P-611,-934884.073,364042.507,M,Criogénico
976,P-319,-506397.182,-851398.429,S,Gas
977,P-484,837545.557,-942135.562,S,Plasma
978,P-178,449373.124,-104456.459,S,Gas
979,P-239,-567450.946,778273.828,XL,Sólido
980,P-434,952862.222,542492.237,XL,Criogénico
981,P-178,-67515.475,128252.928,L,Plasma
982,P-557,407689.357,257011.733,L,Rocoso
983,P-157,959142.744,-841452.445,L,Plasma
984,P-448,-428482.818,-841874.49,XL,Rocoso
985,P-293,28931.791,-87078.043,L,Criogénico
986,P-586,-537487.904,98695.78,L,Criogénico
987,P-733,-902971.413,-798120.088,S,Gas
988,P-444,792656.66,695061.982,XL,Sólido
989,P-169,-631543.872,120922.572,XL,Criogénico
990,P-781,-393038.763,-230749.81,S,Criogénico
991,P-699,-246085.638,-8464.775,M,Gas
992,P-895,-696064.715,-782534.949,M,Rocoso
993,P-645,-469828.566,913782.341,XL,Plasma
994,P-615,778257.102,223811.635,M,Plasma
995,P-890,-605756.591,-776537.454,S,Plasma
996,P-264,789021.112,235786.446,XL,Plasma
997,P-281,853135.081,456367.981,S,Criogénico
998,P-564,604922.541,-499181.299,M,Criogénico
999,P-356,-55054.57,-220064.44,L,Rocoso
1000,P-445,361569.632,-346304.72,S,Sólido
1001,P-536,-735313.727,580213.739,M,Rocoso
1002,P-142,-850617.776,-242756.37,L,Criogénico
1003,P-413,-772192.772,387981.097,L,Rocoso
1004,P-683,557486.677,453157.614,L,Líquido
1005,P-409,845196.438,936353.282,L,Plasma
1006,P-956,435394.445,43670.704,XL,Sólido
1007,P-193,-768672.594,968390.167,M,Criogénico
1008,P-968,282802.659,823807.373,XL,Gas
1009,P-666,815983.629,-728806.118,M,Líquido
1010,P-449,-696241.944,800289.436,S,Rocoso
1011,P-702,229979.428,115168.647,XL,Sólido
1012,P-365,691544.761,-660307.387,L,Gas
1013,P-356,855638.716,-53041.358,XL,Plasma
1014,P-385,-766247.662,-878621.798,XL,Criogénico
1015,P-722,-529721.174,461132.004,XL,Sólido
1016,P-783,-967105.448,-454743.8,XL,Plasma
1017,P-308,13307.018,335576.274,M,Sólido
1018,P-175,-792444.363,86209.498,S,Plasma
1019,P-769,-798712.679,-746669.884,S,Líquido
1020,P-209,258641.772,330001.41,L,Plasma
1021,P-918,567952.023,-930162.977,M,Rocoso
1022,P-811,234139.73,868990.153,L,Líquido
1023,P-183,-575372.542,836495.914,XL,Gas
1024,P-622,-473865.564,996557.326,M,Gas
1025,P-175,-580760.151,587134.64,M,Plasma
1026,P-799,91177.293,-913996.123,XL,Gas
1027,P-232,875578.316,519842.241,S,Líquido
1028,P-447,-431957.015,86059.676,M,Gas
1029,P-805,-211221.623,819823.576,M,Plasma
1030,P-350,-186209.523,696488.416,M,Plasma
1031,P-622,-933196.333,932515.836,XL,Rocoso
1032,P-394,512329.309,-984313.298,XL,Rocoso
1033,P-107,784917.368,751412.992,XL,Rocoso
1034,P-167,927211.828,967624.553,M,Gas
1035,P-589,70591.44,181979.228,M,Sólido
1036,P-961,-636829.699,-962659.521,S,Rocoso
1037,P-248,641517.756,874760.815,M,Sólido
1038,P-585,-374577.891,-686455.978,L,Líquido
1039,P-752,512983.322,-563990.482,L,Líquido
1040,P-213,-261678.82,-45301.602,S,Criogénico
1041,P-756,157583.481,959099.978,M,Rocoso
1042,P-700,-886801.456,32713.157,M,Gas
1043,P-922,8201.792,799332.046,XL,Líquido
1044,P-401,696752.472,-611346.171,L,Criogénico
1045,P-474,225047.339,-654170.101,S,Sólido
1046,P-564,-829400.585,722194.699,S,Criogénico
1047,P-253,37349.957,26529.384,S,Rocoso
1048,P-805,-766314.689,52087.547,S,Plasma
1049,P-503,-296640.189,-105802.76,M,Gas
1050,P-895,924991.188,-136524.695,S,Líquido
1051,P-326,-388788.337,28837.167,S,Sólido
1052,P-415,709330.038,281891.34,M,Gas
1053,P-244,-807642.926,691781.252,XL,Gas
1054,P-795,976705.96,511472.495,L,Plasma
1055,P-362,-493671.082,122484.733,L,Criogénico
1056,P-256,-873785.163,453749.383,M,Sólido
1057,P-855,283635.078,158374.845,M,Líquido
1058,P-882,-744483.911,-720216.521,XL,Líquido
1059,P-230,-408851.271,101178.115,XL,Sólido
1060,P-631,-450555.317,63128.206,M,Plasma
1061,P-674,134226.643,-454604.223,XL,Rocoso
1062,P-290,303350.839,392246.577,XL,Criogénico
1063,P-193,467231.815,-524929.754,L,Rocoso
1064,P-426,-818107.322,-393948.312,XL,Sólido
1065,P-823,318714.037,-435227.446,XL,Gas
1066,P-157,368765.384,-365478.164,L,Rocoso
1067,P-261,615338.814,22452.381,M,Criogénico
1068,P-740,762503.354,71268.439,M,Gas
1069,P-957,828044.437,775973.542,XL,Criogénico
1070,P-123,40439.672,63825.22,XL,Rocoso
1071,P-214,-430864.203,610359.102,XL,Sólido
1072,P-435,397917.043,467940.703,S,Rocoso
1073,P-185,162999.818,-608984.317,M,Rocoso
1074,P-202,150736.284,-257255.377,L,Sólido
1075,P-800,-107227.833,-298399.228,L,Gas
1076,P-549,-41284.416,-665976.227,S,Plasma
1077,P-559,197944.776,921128.478,M,Rocoso
1078,P-839,-963003.552,232334.284,S,Plasma
1079,P-281,181686.616,-690717.674,L,Líquido
1080,P-949,402273.193,-67432.964,M,Sólido
1081,P-978,260401.098,462947.955,S,Líquido
1082,P-641,285375.915,-438864.694,L,Criogénico
1083,P-463,523602.681,486859.631,S,Sólido
1084,P-167,-182432.864,-527248.13,L,Gas
1085,P-393,798867.096,-688103.177,S,Rocoso
1086,P-104,-162642.193,-857744.577,S,Plasma
1087,P-157,192817.085,397449.792,S,Rocoso
1088,P-540,992073.403,60193.488,M,Líquido
1089,P-322,742957.225,883750.19,M,Criogénico
1090,P-281,287399.849,864378.245,S,Líquido
1091,P-645,350775.41,136497.747,S,Rocoso
1092,P-745,-226368.928,489776.254,M,Sólido
1093,P-839,-508802.884,725844.561,XL,Líquido
1094,P-553,545739.441,-3453.425,S,Sólido
1095,P-180,675803.205,50210.191,M,Sólido
1096,P-824,752428.877,-230229.299,M,Líquido
1097,P-825,-20391.613,456800.709,XL,Gas
1098,P-192,449897.586,442442.329,S,Criogénico
1099,P-608,552656.984,732448.722,S,Criogénico
1100,P-106,860236.523,598137.201,L,Líquido
1101,P-372,159562.755,-126923.604,L,Rocoso
1102,P-914,-854693.531,493538.676,S,Gas
1103,P-442,972399.945,-290533.535,L,Líquido
1104,P-972,928414.906,993873.684,M,Criogénico
1105,P-745,895894.886,-8357.131,L,Plasma
1106,P-807,616110.815,-647998.287,L,Criogénico
1107,P-258,-635066.324,426786.951,L,Criogénico
1108,P-986,-486026.877,90212.145,M,Líquido
1109,P-125,407201.871,-725937.105,XL,Rocoso
1110,P-315,-680467.794,-354853.042,M,Gas
1111,P-293,46410.319,-816862.023,M,Gas
1112,P-154,-998762.106,-448304.801,S,Rocoso
1113,P-239,565466.821,438852.378,M,Líquido
1114,P-489,310838.174,904418.541,XL,Gas
1115,P-580,-586193.294,923695.116,M,Gas
1116,P-584,802701.77,274198.664,M,Sólido
1117,P-891,-797286.321,869568.328,L,Criogénico
1118,P-421,-130309.609,194407.453,S,Rocoso
1119,P-691,218746.531,851573.754,S,Rocoso
1120,P-920,937138.128,-31576.387,S,Plasma
1121,P-625,940432.622,215663.598,L,Plasma
1122,P-197,-136385.742,418260.549,L,Líquido
1123,P-873,243256.423,366984.041,L,Plasma
1124,P-600,-81726.165,-167472.856,XL,Sólido
1125,P-148,-684174.061,-309022.301,L,Líquido
1126,P-396,-106756.504,-248139.442,S,Rocoso
1127,P-207,-421581.742,-101469.336,L,Gas
1128,P-391,-146892.229,831459.945,S,Líquido
1129,P-513,-777252.588,-67467.934,XL,Criogénico
1130,P-461,967300.8,624379.038,S,Líquido
1131,P-777,193178.737,-701029.774,S,Líquido
1132,P-363,135307.26,24539.039,XL,Rocoso
1133,P-518,611837.161,435961.244,S,Sólido
1134,P-912,-746448.682,205450.903,XL,Criogénico
1135,P-380,-202924.674,835292.923,M,Líquido
1136,P-478,-84221.772,856589.167,M,Sólido
1137,P-688,793141.637,269088.803,XL,Criogénico
1138,P-391,668334.791,44891.916,L,Rocoso
