id_mineral,nombre,simbolo_quimico,numero_atomico,masa_atomica
749,Min-MAE,Kel,93,216.996
750,Min-GBB,Pq,59,102.36
751,Min-HNO,Hu,85,172.933
752,Min-MFZ,Dw,90,210.644
753,Min-ZJX,V,3,5.363
754,Min-LHD,Gm,59,108.849
755,Min-NHP,T,97,211.236
756,Min-XXX,Fex,67,126.76
757,Min-ZCN,Vxw,65,139.243
758,Min-BWH,Z,12,23.329
759,Min-HGV,R,3,6.18
760,Min-HEO,Kp,5,12.641
761,Min-FCX,O,11,26.699
762,Min-EBU,D,58,139.868
763,Min-CAJ,P,70,122.065
764,Min-LEU,Kf,112,274.401
765,Min-SUK,Iud,74,179.144
766,Min-ZUS,P,88,164.325
767,Min-IDS,Jm,4,7.741
768,Min-MSB,Qsr,67,156.006
769,Min-SUS,Rep,85,177.863
770,Min-RER,Ze,70,147.589
771,Min-OAI,Db,115,271.775
772,Min-LIN,Ytw,21,38.892
773,Min-UAH,Xhu,31,66.02
774,Min-DLS,Z,30,65.809
775,Min-MQX,Ho,76,162.549
776,Min-FJM,Pph,30,66.043
777,Min-FHQ,F,33,72.477
778,Min-FTG,Yt,109,262.231
779,Min-FSH,P,118,296.035
780,Min-VIY,V,53,109.488
781,Min-DQC,T,37,63.505
782,Min-WIH,V,51,95.257
783,Min-IIV,Rrg,15,37.363
784,Min-AJL,Lk,106,235.584
785,Min-RFG,Ks,100,223.201
786,Min-DJL,F,109,250.303
787,Min-PJH,M,14,26.459
788,Min-VZI,Wk,26,45.843
789,Min-JRS,E,54,94.745
790,Min-CQW,A,101,234.051
791,Min-EGQ,Pm,12,26.691
792,Min-LCA,A,50,89.903
793,Min-TZX,Amh,59,133.657
794,Min-KSM,Vrq,105,179.787
795,Min-NVU,S,58,108.299
796,Min-ZFL,Lld,97,226.529
797,Min-UTD,W,14,27.413
798,Min-FAP,Hxw,61,127.881
799,Min-WQW,Kiw,13,26.507
800,Min-VTO,P,4,6.987
801,Min-PAO,Z,85,178.594
802,Min-GIR,K,69,122.886
803,Min-NII,B,11,20.682
804,Min-RUW,Ddc,51,106.096
805,Min-HYQ,Gzr,57,131.707
806,Min-VYU,Xib,116,281.941
807,Min-HRH,Wh,109,257.05
808,Min-XPL,Ixz,57,143.11
809,Min-QVQ,L,73,160.418
810,Min-DHD,Z,6,12.833
811,Min-BLG,Yz,108,259.193
812,Min-VSM,Z,88,220.664
813,Min-UNH,Mr,99,238.531
814,Min-HBD,V,112,257.227
815,Min-VQB,Zz,44,83.16
816,Min-IJE,Ppg,14,29.285
817,Min-QJM,Lr,85,216.165
818,Min-BFE,Mu,41,100.617
819,Min-WXO,Dog,104,258.827
820,Min-HGG,B,36,74.103
821,Min-TPO,Pkt,42,86.985
822,Min-OCB,Mp,25,52.191
823,Min-SGR,Kr,21,51.661
824,Min-KZQ,Bj,65,125.062
825,Min-RVO,Ht,65,124.198
826,Min-IDQ,Xd,69,126.992
827,Min-PPO,Hyl,54,119.284
828,Min-FYZ,Fe,71,143.875
829,Min-WUE,Eqo,12,24.908
830,Min-VEH,Ne,39,66.76
831,Min-ZXS,Zla,82,142.535
832,Min-AMH,Omm,112,261.639
833,Min-ZTY,N,67,132.618
834,Min-TYJ,Xu,42,108.17
835,Min-CNL,Gp,81,156.744
836,Min-NPX,Fqq,96,237.485
837,Min-HWF,M,112,278.269
838,Min-PHR,Okn,59,148.205
839,Min-AMC,Xw,20,42.001
840,Min-REQ,Ep,84,162.376
841,Min-IAF,Su,28,51.706
842,Min-DKZ,Rj,35,88.93
843,Min-BLE,U,1,1.803
844,Min-MDT,Cta,69,128.152
845,Min-QXA,J,105,200.705
846,Min-JHI,O,33,84.077
847,Min-VWU,R,41,84.552
848,Min-CVL,Eq,91,192.088
849,Min-EZV,Ux,118,302.655
850,Min-RYV,T,107,187.15
851,Min-GNL,Oo,107,191.651
852,Min-XML,D,102,240.276
853,Min-HHZ,E,47,81.105
854,Min-MHI,Apo,25,53.07
855,Min-XQI,X,115,214.496
856,Min-AOA,Sk,118,261.547
857,Min-YES,Roi,17,29.77
858,Min-JFU,Ntf,109,188.661
859,Min-ERL,Tr,29,68.324
860,Min-FQG,Jvi,57,137.696
861,Min-GQS,Yuv,115,286.827
862,Min-KAI,S,85,180.141
863,Min-VKB,Vx,112,250.333
864,Min-IDT,Kx,20,40.023
865,Min-IFQ,Qg,23,40.015
866,Min-WVH,Mn,72,129.668
867,Min-XUP,Mqw,110,270.339
868,Min-BRV,Nv,68,131.78
869,Min-PHN,Gne,46,100.175
870,Min-WHT,Whj,33,63.299
871,Min-ZET,Z,115,235.28
872,Min-WMW,Ba,47,87.099
873,Min-YZL,Gxt,72,177.305
874,Min-SMU,Xs,114,201.189
875,Min-PJC,K,13,24.107
876,Min-DCC,Yfd,19,46.931
877,Min-MVV,Zpb,73,136.844
878,Min-KWK,Zd,8,18.745
879,Min-DUO,Jy,22,42.576
880,Min-HKA,T,60,112.719
881,Min-XNM,E,27,52.239
882,Min-SSH,K,113,225.662
883,Min-YRZ,R,100,184.362
884,Min-MWT,C,118,232.657
885,Min-STK,Gv,78,181.525
886,Min-IUI,Tv,46,79.64
887,Min-YNJ,Psc,66,127.367
888,Min-MWM,L,11,23.201
889,Min-POY,Zmz,96,183.951
890,Min-BEQ,Em,63,109.621
891,Min-PGD,Xp,68,158.522
892,Min-VJX,V,59,116.901
893,Min-SEP,Hj,107,256.315
894,Min-JDD,Mhf,83,172.476
895,Min-VZJ,I,70,161.985
896,Min-ANK,Spr,47,99.193
897,Min-XJJ,Jic,50,123.344
898,Min-XYX,Lg,50,99.013
899,Min-ADO,Gr,26,46.78
900,Min-OJC,Nwq,63,130.528
901,Min-DPK,Uq,56,108.204
902,Min-GPH,Won,15,26.563
903,Min-LBX,T,67,155.467
904,Min-BNP,Sd,113,272.541
905,Min-TIX,Nup,85,167.57
906,Min-DDQ,F,73,127.133
907,Min-BSG,Gii,97,232.797
908,Min-PMI,F,97,225.609
909,Min-BXB,Wce,51,98.577
910,Min-JQL,Q,73,162.44
911,Min-NGI,Dml,15,31.367
912,Min-FJI,Lgq,114,277.293
913,Min-HHV,Cs,4,9.334
914,Min-HPC,L,96,235.396
915,Min-MUG,Yw,72,146.092
916,Min-HRZ,A,33,81.992
917,Min-GCH,Tam,102,211.571
918,Min-ECY,Dg,4,7.337
919,Min-ABD,Ob,13,33.517
920,Min-FQG,Ywn,6,14.731
921,Min-PWR,Mf,25,45.826
922,Min-XGI,Ia,73,134.029
923,Min-TVI,Xz,102,194.107
924,Min-SCA,Mwa,71,182.675
925,Min-KCO,Nt,67,130.535
926,Min-BJU,B,59,101.85
927,Min-KND,V,17,33.122
928,Min-ZTO,G,68,150.292
929,Min-RZZ,A,74,137.854
930,Min-FVT,B,117,226.862
931,Min-TGZ,Dgc,39,67.982
932,Min-BHC,Y,86,174.569
933,Min-JDD,O,103,247.593
934,Min-KLH,As,64,132.121
935,Min-FWJ,Tz,30,60.236
936,Min-PPF,N,98,224.851
937,Min-YFZ,Jmo,54,105.146
938,Min-NXO,O,80,154.518
939,Min-GIA,O,114,215.583
940,Min-ZDA,If,20,46.614
941,Min-MTI,Qg,103,180.64
942,Min-RQP,Got,21,41.726
943,Min-XYT,Hp,83,151.653
944,Min-QYY,Yvc,87,185.713
945,Min-SEN,Mu,4,7.053
946,Min-GEP,Q,118,298.09
947,Min-XJG,Cxr,14,24.931
948,Min-CHS,Qyy,5,11.274
949,Min-SHB,R,41,74.15
950,Min-QOJ,Zh,65,161.457
951,Min-QOP,Y,30,73.901
952,Min-KMY,Ra,5,12.355
953,Min-KSV,Utx,78,166.892
954,Min-AEW,Fz,74,155.702
955,Min-AXM,Hds,33,82.523
956,Min-TGC,Y,25,46.438
957,Min-DIL,Wgg,88,212.751
958,Min-IAB,S,7,12.192
959,Min-QZD,Fna,85,170.512
960,Min-JGS,Fd,100,218.443
961,Min-BNT,Yg,11,25.782
962,Min-QPZ,My,47,105.215
963,Min-CZE,Ws,27,66.378
964,Min-AFB,A,24,56.993
965,Min-TYP,Ksn,77,200.173
966,Min-RWZ,Zar,12,21.543
967,Min-RHE,Ep,73,158.498
968,Min-LKM,Do,17,32.642
969,Min-WFP,Ga,40,95.748
970,Min-VYT,Idj,42,74.663
971,Min-SUO,Bhf,54,134.561
972,Min-UCQ,Nw,73,126.09
973,Min-YNT,Var,43,76.644
974,Min-BLC,L,53,107.883
975,Min-CJP,Gg,96,167.758
976,Min-WAC,Pp,21,43.338
977,Min-BVP,H,14,25.572
978,Min-HUZ,Hdn,57,104.311
979,Min-ZTF,H,63,134.732
980,Min-IMH,Bwa,69,155.96
981,Min-FBY,Jzp,94,187.562
982,Min-KFC,Myx,108,214.996
983,Min-UUP,Zd,91,191.385
984,Min-FIA,G,18,35.679
985,Min-GJX,Znf,66,138.788
986,Min-EPQ,F,110,203.618
987,Min-DKR,Lnv,96,221.307
988,Min-AZD,Cm,38,77.573
989,Min-QXS,Vj,85,157.369
990,Min-JHM,D,28,71.739
991,Min-DKB,B,80,199.294
992,Min-DSM,Kl,59,139.53
993,Min-FWI,Hi,3,5.361
994,Min-NSF,Ej,42,72.817
995,Min-QVW,Ini,108,276.4
996,Min-MEI,F,49,124.591
997,Min-YJR,Xxn,19,36.664
998,Min-EJB,D,105,193.748
999,Min-NWI,Km,21,42.816
1000,Min-XBO,Pv,94,198.406
1001,Min-FZX,Igi,36,85.396
1002,Min-FGG,Iuf,53,106.235
1003,Min-WYI,Q,116,201.191
1004,Min-YBG,Bxp,97,241.545
1005,Min-GRX,Rze,49,103.6
1006,Min-CYT,Kb,64,114.53
1007,Min-ZAI,Ukc,16,28.144
1008,Min-MIT,M,61,134.164
1009,Min-AUK,Igw,115,224.341
1010,Min-XUT,Iiz,82,195.076
1011,Min-KBJ,Qg,74,175.779
1012,Min-CMM,Hxw,17,43.632
1013,Min-XZD,Sa,56,105.845
1014,Min-NNI,Lmi,69,177.084
1015,Min-KLP,Dy,40,80.729
1016,Min-PQS,Al,39,73.218
1017,Min-IYO,Lgm,83,160.363
1018,Min-QGP,Nyd,2,5.144
1019,Min-DCZ,J,105,246.914
1020,Min-UTK,Jx,11,21.414
1021,Min-LYB,Abr,71,161.886
1022,Min-BEJ,Kfj,27,69.043
1023,Min-KMS,Ra,31,64.461
1024,Min-VAH,Thg,84,167.873
1025,Min-EEU,Qsj,82,165.369
1026,Min-ILU,E,20,46.678
1027,Min-VRB,Jco,25,46.089
1028,Min-DHH,F,104,208.65
1029,Min-MOQ,T,55,111.962
1030,Min-KJT,Oc,82,197.393
1031,Min-OCQ,B,97,215.655
1032,Min-NNF,Vye,30,76.684
1033,Min-AXP,Hng,29,70.714
1034,Min-QCQ,Hky,43,87.117
1035,Min-QMM,Wb,97,167.52
1036,Min-GNF,Ar,93,160.87
1037,Min-OJF,Yyl,90,171.959
1038,Min-OCX,Ecd,44,78.462
1039,Min-IYB,Nu,98,197.531
1040,Min-ALN,Bnz,40,95.552
1041,Min-QFF,Pli,87,198.224
1042,Min-UTX,Tg,60,146.165
1043,Min-ABM,Iol,93,169.939
1044,Min-PTX,Khz,88,162.597
1045,Min-TPG,Z,16,40.119
1046,Min-CKH,Wv,37,64.895
1047,Min-GGY,Nbh,73,176.238
1048,Min-GWH,Bo,12,25.066
1049,Min-ECA,Bvm,68,165.235
1050,Min-FIP,Fd,47,89.79
1051,Min-DCO,Nt,10,24.2
1052,Min-GSN,G,27,63.901
1053,Min-EJN,O,70,169.39
1054,Min-SGT,Gya,16,34.807
1055,Min-VWA,Qlt,17,37.832
1056,Min-KDL,Npm,23,40.456
1057,Min-SPU,Xn,58,118.945
1058,Min-VEL,Jr,57,138.051
1059,Min-JJN,Bys,37,74.691
1060,Min-UAH,P,53,122.827
1061,Min-ZFM,N,9,19.014
1062,Min-UWB,Yb,8,15.555
1063,Min-MFQ,K,67,121.764
1064,Min-EVI,Ng,11,18.709
1065,Min-NFX,Yc,40,102.032
1066,Min-XXY,Mc,43,94.781
1067,Min-YEA,Qgx,101,224.807
1068,Min-JHF,Om,99,251.865
1069,Min-QJV,S,92,223.538
1070,Min-RNZ,W,22,50.207
1071,Min-OIR,Qvy,57,107.084
1072,Min-JNE,Vs,62,115.843
1073,Min-NLF,Qt,72,146.238
1074,Min-DDJ,Nz,4,10.311
1075,Min-SLJ,Cez,50,119.279
1076,Min-AXL,Af,104,246.269
1077,Min-EUF,Jg,13,23.814
1078,Min-VHV,M,48,124.677
1079,Min-LLE,Awt,79,196.79
1080,Min-HHI,Ps,53,121.556
1081,Min-JNP,E,15,33.058
1082,Min-CQJ,P,103,182.021
1083,Min-INJ,M,14,24.579
1084,Min-ISF,S,117,246.197
1085,Min-PDZ,C,17,30.102
1086,Min-DWH,Eoe,27,68.777
1087,Min-GGL,Dv,67,152.672
1088,Min-JGU,J,13,27.978
1089,Min-COO,F,38,79.58
1090,Min-LKD,R,49,103.294
1091,Min-AKN,G,33,57.274
1092,Min-GWV,D,10,18.088
1093,Min-XRB,Z,88,152.814
1094,Min-PRG,Qdu,105,232.162
1095,Min-PRA,Bs,67,137.858
1096,Min-WPF,P,42,102.941
1097,Min-RRN,Fff,2,4.636
1098,Min-PLS,Any,103,203.035
1099,Min-MSP,Pav,81,146.755
1100,Min-HPS,Sii,63,119.426
1101,Min-UCH,Yec,7,13.155
1102,Min-DRE,Et,109,277.297
1103,Min-GTK,X,9,21.458
1104,Min-MTN,Lwm,32,77.219
1105,Min-FOC,Pm,32,56.703
1106,Min-LVD,W,110,187.744
1107,Min-XTT,M,86,185.505
1108,Min-ACY,Jj,40,101.785
1109,Min-TSD,U,14,30.307
1110,Min-KSZ,Qh,1,2.468
1111,Min-LUE,Ab,68,166.303
1112,Min-FIN,C,70,121.463
1113,Min-BQY,Qz,105,197.023
1114,Min-GUN,Slb,117,255.271
1115,Min-EBD,Kxw,55,119.117
1116,Min-YMB,A,15,37.82
1117,Min-XBS,Kn,96,197.764
1118,Min-YAC,Whe,21,36.802
1119,Min-MSV,R,106,222.637
1120,Min-CPU,Bir,16,27.327
1121,Min-AAS,Oix,20,48.629
1122,Min-ZGI,Npf,92,216.7
1123,Min-CUA,Rs,19,33.386
1124,Min-OPD,W,57,138.823
1125,Min-XQX,Fc,11,25.94
1126,Min-YIW,Vq,79,149.893
1127,Min-IYE,R,27,50.118
1128,Min-ZNY,Kgd,104,211.069
1129,Min-BKF,M,102,183.839
1130,Min-PLM,Ze,105,268.662
1131,Min-NPJ,Inf,43,104.332
1132,Min-NQY,Ani,115,284.394
1133,Min-UVQ,Qkh,44,76.101
1134,Min-OCA,Ef,7,16.07
1135,Min-FSP,Lk,90,175.866
1136,Min-VBL,E,51,126.959
1137,Min-RYT,Gg,100,229.896
1138,Min-UKE,Wsi,33,72.901
1139,Min-XVL,Jq,54,124.972
1140,Min-KNV,Z,46,92.074
1141,Min-GLL,Jfj,60,125.276
1142,Min-HXC,Zps,45,87.079
1143,Min-OBO,N,40,95.568
1144,Min-QNO,Hon,116,281.12
1145,Min-JTC,Fp,78,183.647
1146,Min-NWQ,W,39,100.404
1147,Min-UHE,V,58,150.055
1148,Min-BOI,Qgq,68,146.575
1149,Min-XGP,Ou,114,245.645
1150,Min-RVC,S,96,211.765
1151,Min-RMP,Bc,94,230.853
1152,Min-IUW,C,40,85.871
1153,Min-CQV,Pk,42,95.454
1154,Min-SGL,Gsl,64,114.605
1155,Min-MLZ,Qwb,88,182.073
1156,Min-XUV,X,32,57.389
1157,Min-TMB,Zf,71,161.695
1158,Min-CHQ,Ajd,58,120.833
1159,Min-TLD,Qnw,10,23.934
1160,Min-SZR,B,42,104.09
1161,Min-TEG,Pb,81,206.173
1162,Min-IUW,Hui,43,106.949
1163,Min-PSQ,F,51,102.621
1164,Min-OCH,Fm,32,67.526
1165,Min-QKI,Ggw,25,53.251
1166,Min-PJU,T,116,296.278
1167,Min-FQT,E,28,51.227
1168,Min-UQL,Ud,38,70.426
1169,Min-VMD,R,69,170.444
1170,Min-YWW,Jk,46,98.715
1171,Min-ORD,Ql,94,162.527
1172,Min-CER,Wa,31,78.979
1173,Min-XSO,E,79,198.621
1174,Min-EWM,F,79,181.172
1175,Min-JQD,H,50,86.341
1176,Min-EDT,E,100,176.991
1177,Min-CCE,Np,6,14.644
1178,Min-GGX,Alo,49,94.035
1179,Min-JGU,Lny,23,57.849
1180,Min-IRL,Wsq,79,185.515
1181,Min-FQR,Teo,19,35.137
1182,Min-TSH,Dfa,97,193.973
1183,Min-JNJ,Fb,70,165.499
1184,Min-VLZ,C,75,159.363
1185,Min-PRI,Pbi,91,228.722
1186,Min-CIQ,F,115,242.987
1187,Min-TIB,P,31,72.639
1188,Min-ZHS,Goa,33,57.663
1189,Min-OKV,Lvm,77,154.43
1190,Min-PAM,Hkr,117,217.503
1191,Min-ZER,My,44,78.069
1192,Min-OBB,Xv,46,119.377
1193,Min-EJD,Cwi,70,119.776
1194,Min-LEZ,Ol,56,115.327
1195,Min-THA,Z,117,216.931
1196,Min-XKM,Q,7,17.019
1197,Min-MJT,Hl,34,64.668
1198,Min-MIK,C,118,223.33
1199,Min-OLG,I,28,59.899
1200,Min-XCR,Fb,46,117.476
1201,Min-GZX,N,113,227.58
1202,Min-OWG,Tup,114,244.084
1203,Min-FRE,Xca,19,35.53
1204,Min-SZU,Yl,61,150.239
1205,Min-WET,Ph,8,18.54
1206,Min-EFU,K,5,8.747
1207,Min-HHH,O,6,12.193
1208,Min-YXJ,Q,98,171.049
1209,Min-TDB,Y,70,171.89
1210,Min-MGP,Bc,79,187.369
1211,Min-FJO,Tnz,52,117.046
1212,Min-NGM,Ay,23,58.159
1213,Min-EDE,Nng,98,212.746
1214,Min-MTD,J,16,37.019
1215,Min-VSU,M,62,151.791
1216,Min-CIT,Aci,22,53.858
1217,Min-LFB,Tom,63,163.505
1218,Min-XKD,G,1,2.599
1219,Min-UBP,Thq,106,181.581
1220,Min-YGG,Csb,21,53.737
1221,Min-FKA,To,23,56.038
1222,Min-HAQ,Pm,107,210.977
1223,Min-VSN,Z,37,63.195
1224,Min-JSM,Yt,40,87.775
1225,Min-HCL,M,55,129.538
1226,Min-WXV,Py,41,70.039
1227,Min-MGR,Yb,11,21.917
1228,Min-YEN,Rx,47,104.797
1229,Min-LPN,Bh,11,21.034
1230,Min-XER,O,13,27.371
1231,Min-NCY,X,63,138.877
1232,Min-LLG,Qhq,117,295.18
1233,Min-USL,Mn,69,162.575
1234,Min-VAE,F,63,150.879
1235,Min-DNR,X,72,146.134
1236,Min-LZM,Jx,7,18.0
1237,Min-ODN,Bq,36,73.311
1238,Min-ZOG,Hjh,113,228.546
1239,Min-ZKN,Tk,82,144.084
1240,Min-VRL,Sh,60,105.953
1241,Min-SUC,Q,91,208.934
1242,Min-KKQ,By,79,167.324
1243,Min-HYI,Ln,95,187.541
1244,Min-TSV,Ku,111,264.281
1245,Min-RJW,Vcj,26,45.233
1246,Min-BMD,Tj,63,135.221
1247,Min-TPY,Vqr,40,99.628
1248,Min-UKS,U,75,155.189
1249,Min-YBY,Uuo,77,147.687
1250,Min-TJD,Fnm,13,31.638
1251,Min-GYK,Po,54,135.317
1252,Min-NEK,Ash,115,208.067
1253,Min-MTR,Wh,28,55.134
1254,Min-TUO,L,108,184.704
1255,Min-LLB,Qd,58,134.177
1256,Min-GIF,Cue,116,232.433
1257,Min-JYQ,Ifa,62,146.25
1258,Min-SWY,Com,65,121.18
1259,Min-BPQ,Pgm,104,211.844
1260,Min-LFQ,Kw,104,240.495
1261,Min-RXV,Nfx,44,87.568
1262,Min-MRO,Quy,110,275.06
1263,Min-XPM,Lbw,52,124.783
1264,Min-OHS,Yqs,46,107.603
1265,Min-OKW,Jcs,113,282.992
1266,Min-CXF,Cqa,102,214.398
1267,Min-DEK,Vuo,43,82.699
1268,Min-YCW,V,29,60.168
1269,Min-UTZ,Fu,115,266.646
1270,Min-BHN,O,30,75.038
1271,Min-ISZ,Bsr,100,204.499
1272,Min-QQU,S,65,110.597
1273,Min-GGL,Q,22,49.595
1274,Min-VVU,Hi,51,126.012
1275,Min-MEE,Zah,110,270.961
1276,Min-VQS,Clk,2,3.809
1277,Min-SCR,N,13,24.486
1278,Min-WCS,N,96,215.401
1279,Min-HVH,Mx,63,121.405
1280,Min-DBU,Jgk,66,144.951
1281,Min-TAJ,Tq,25,46.004
1282,Min-AUU,Xy,64,116.43
1283,Min-WID,I,116,224.118
1284,Min-TOX,Z,14,25.657
1285,Min-SFH,Uj,45,96.751
1286,Min-FUU,Zan,43,92.339
1287,Min-HMS,Uvt,111,240.014
1288,Min-DHN,F,59,146.057
1289,Min-IKU,Je,111,269.238
1290,Min-PDW,Dw,40,90.337
1291,Min-RVI,Ui,13,23.341
1292,Min-PXS,Ue,50,110.698
1293,Min-EKV,Ikl,96,225.691
1294,Min-TMZ,Cho,12,26.335
1295,Min-BVZ,Vth,7,17.013
1296,Min-TWH,Zl,30,66.326
1297,Min-HCA,Tfg,59,139.841
1298,Min-KZL,Vka,26,61.106
1299,Min-GYI,D,27,68.803
1300,Min-BJP,Iom,20,43.43
1301,Min-YDJ,S,116,214.923
1302,Min-HJG,Rpj,105,197.714
1303,Min-IGX,E,43,76.543
1304,Min-UCY,Kp,47,80.142
1305,Min-BNY,Ge,101,232.917
1306,Min-ZAB,Pvo,24,49.116
1307,Min-WXH,T,53,124.7
1308,Min-RHR,Zaq,94,180.631
1309,Min-KJD,Dh,47,117.593
1310,Min-BNF,E,44,111.416
1311,Min-COT,Auj,4,7.958
1312,Min-OTV,Ddi,53,123.091
1313,Min-ADC,Hz,20,45.04
1314,Min-MZG,Iv,118,231.431
1315,Min-TZJ,Ivd,10,20.785
1316,Min-QUP,Wf,91,220.002
1317,Min-QBQ,Oi,55,123.958
1318,Min-PQD,Gok,86,220.704
1319,Min-PYC,Vox,32,59.837
1320,Min-GXS,Rjo,33,65.484
1321,Min-JII,F,100,180.844
1322,Min-TQN,F,68,127.181
1323,Min-VGQ,Kw,81,177.06
1324,Min-WWJ,Hur,63,122.61
1325,Min-MGP,Sjl,82,147.137
1326,Min-OZO,Pf,86,187.234
1327,Min-BBM,Nsj,27,55.464
1328,Min-CBG,Gkd,54,123.254
1329,Min-RMZ,Ipw,3,6.937
1330,Min-JLS,E,97,248.959
1331,Min-GJN,Lsd,117,224.026
1332,Min-QLF,E,12,21.407
1333,Min-FZR,Sw,54,131.975
1334,Min-VYW,Wvx,38,83.34
1335,Min-YCI,Nvb,114,220.259
1336,Min-BTM,R,94,183.314
1337,Min-SMJ,Dw,18,31.048
1338,Min-WEU,S,50,108.234
1339,Min-FZF,Qe,83,143.968
1340,Min-UIB,Lol,106,234.931
1341,Min-RUP,Hm,14,31.76
1342,Min-QLB,Dq,110,223.539
1343,Min-WMV,Pfe,68,130.217
1344,Min-VEH,X,17,31.876
1345,Min-RKR,Acl,86,148.37
1346,Min-IMA,Pt,27,47.05
1347,Min-MMB,Yd,112,223.057
1348,Min-YGS,Sk,68,138.346
1349,Min-GXC,Ls,63,140.346
1350,Min-EOL,R,49,84.718
1351,Min-WWM,Knx,24,56.895
1352,Min-KTM,R,76,179.387
1353,Min-FVO,Es,73,152.811
1354,Min-UJY,K,98,235.537
1355,Min-HLQ,Wgn,29,51.232
1356,Min-WXT,Ey,93,224.723
1357,Min-EQD,Hrr,86,218.207
1358,Min-PHE,O,92,194.181
1359,Min-BQA,Wu,23,49.052
1360,Min-XBF,Ls,38,70.019
1361,Min-GNF,Hp,45,100.18
1362,Min-LKS,Q,88,159.403
1363,Min-WRS,Iu,72,177.203
1364,Min-MIN,Ax,111,281.326
1365,Min-DKP,Le,93,180.818
1366,Min-IVH,Shf,14,33.803
1367,Min-KWS,Abx,14,31.195
1368,Min-HTW,Paj,11,27.342
1369,Min-EEB,Kd,72,157.875
1370,Min-NMZ,Q,89,204.821
1371,Min-FYE,U,109,243.531
1372,Min-AYX,M,9,21.788
1373,Min-FIC,Ar,79,166.745
1374,Min-RVM,Yzm,55,95.686
1375,Min-BCU,Bk,16,31.56
1376,Min-HLW,Ejx,62,125.976
1377,Min-KLW,Eyc,103,181.714
1378,Min-FTI,Qtd,16,27.824
1379,Min-PLU,Qzn,109,202.109
1380,Min-YOB,Wyt,99,237.391
1381,Min-YRW,Dyu,60,126.018
1382,Min-OQL,Ct,40,82.742
1383,Min-NEG,I,50,111.139
1384,Min-RVU,Emr,108,241.04
1385,Min-MRP,As,24,54.68
1386,Min-IMB,Pg,75,164.111
1387,Min-NGZ,Gw,48,120.117
1388,Min-OBE,Hl,59,103.383
1389,Min-ZAF,Z,75,144.02
1390,Min-SSO,Fm,34,74.421
1391,Min-YXE,J,58,131.666
1392,Min-QPI,Den,6,10.422
1393,Min-QUE,M,106,273.679
1394,Min-UYV,P,90,217.416
1395,Min-UUB,Ect,57,104.413
1396,Min-MFE,Kcp,101,221.577
1397,Min-OIG,Zw,97,167.15
1398,Min-JJO,Z,69,124.722
1399,Min-SMO,Yx,20,45.976
1400,Min-CUB,T,72,156.42
1401,Min-OPU,Ul,81,198.135
1402,Min-ZQA,X,60,114.52
1403,Min-QHU,Hap,47,109.232
1404,Min-FBG,Ys,111,232.846
1405,Min-DLC,Mf,15,28.536
1406,Min-GOA,Icb,111,228.142
1407,Min-ABW,Fzk,14,31.278
1408,Min-PCO,Inx,1,1.833
1409,Min-GPS,Bg,25,62.087
1410,Min-ZME,A,41,73.697
1411,Min-FBX,O,31,75.419
1412,Min-ETA,Zmj,54,110.209
1413,Min-AIX,Gd,18,36.027
1414,Min-BPM,M,69,125.934
1415,Min-KNA,Hj,106,267.581
1416,Min-BNH,Lyh,67,120.011
1417,Min-YBJ,Pv,59,106.626
1418,Min-HCV,Qtn,77,131.579
1419,Min-AIB,Fx,42,102.026
1420,Min-DJI,P,109,214.509
1421,Min-KBR,Apy,66,156.592
1422,Min-QGV,S,108,278.181
1423,Min-IAE,Opt,107,207.823
1424,Min-AGA,Dkq,21,48.752
1425,Min-KHW,D,4,8.247
1426,Min-RNV,Qub,93,160.649
1427,Min-DOQ,Sb,84,180.051
1428,Min-FST,Arr,55,113.276
1429,Min-TGN,Cd,81,167.189
1430,Min-RQQ,Vgx,25,44.736
1431,Min-WCH,Gbz,18,46.013
1432,Min-TRU,Me,82,194.72
1433,Min-LAS,V,118,274.242
1434,Min-ZWY,E,38,89.839
1435,Min-YXO,S,34,66.678
1436,Min-KZE,H,85,213.032
1437,Min-NNS,D,101,239.4
1438,Min-UIH,Ulw,86,155.086
1439,Min-VBR,U,114,244.347
1440,Min-WSR,T,76,152.902
1441,Min-PNP,A,19,36.836
1442,Min-YYB,F,30,70.333
1443,Min-PCM,Pkv,109,205.935
1444,Min-SHZ,Yov,103,197.172
1445,Min-OER,Rsg,55,142.242
1446,Min-UVP,Rxx,2,4.283
1447,Min-LLH,Ksj,56,110.358
1448,Min-LNA,Ihw,47,105.781
1449,Min-MHQ,Q,27,46.546
1450,Min-IWP,C,73,142.808
1451,Min-QBS,M,47,88.912
1452,Min-DBL,Mlq,24,53.785
1453,Min-LJV,S,114,254.675
1454,Min-CVJ,B,75,170.486
1455,Min-WBG,Dr,81,174.497
1456,Min-DAK,Jwq,12,25.654
1457,Min-YWG,M,59,151.163
1458,Min-IQU,Hih,64,163.538
1459,Min-QOX,Iq,20,50.21
1460,Min-ZRR,Ns,60,153.584
1461,Min-PBQ,Ouz,111,225.603
1462,Min-BKU,M,72,178.721
1463,Min-ANT,Wu,38,98.743
1464,Min-JAM,Mo,67,118.655
1465,Min-LAI,J,81,194.557
1466,Min-ZDY,J,77,156.974
1467,Min-HHW,Na,37,83.802
1468,Min-KMG,A,94,207.702
1469,Min-LQO,Ctp,38,69.939
1470,Min-ZVN,Be,100,177.588
