id_equipo,patente_nave,id_astronauta,rango
546,N-546,1252,4
546,N-546,1678,3
546,N-546,2020,3
546,N-546,2124,4
546,N-546,2338,4
547,N-547,220,4
547,N-547,343,4
547,N-547,941,3
547,N-547,967,4
547,N-547,1858,3
547,N-547,1933,5
547,N-547,2151,5
549,N-549,602,5
549,N-549,1720,3
550,N-550,287,4
550,N-550,894,2
550,N-550,1421,1
550,N-550,2021,1
550,N-550,2230,5
550,N-550,2459,1
551,N-551,37,5
552,N-552,2095,1
553,N-553,254,2
553,N-553,2060,5
554,N-554,1935,4
555,N-555,319,3
555,N-555,652,3
556,N-556,390,5
556,N-556,1955,5
556,N-556,2120,3
557,N-557,2142,1
558,N-558,350,2
558,N-558,877,3
558,N-558,1428,3
558,N-558,1750,5
558,N-558,2397,1
559,N-559,304,1
559,N-559,499,2
559,N-559,1594,1
559,N-559,2319,1
559,N-559,2446,1
560,N-560,450,5
560,N-560,2277,2
561,N-561,842,5
561,N-561,1833,4
561,N-561,2310,5
562,N-562,196,5
562,N-562,724,1
562,N-562,746,3
562,N-562,1021,3
563,N-563,749,4
563,N-563,1145,1
563,N-563,1159,5
563,N-563,1160,4
564,N-564,28,2
564,N-564,235,2
564,N-564,384,4
564,N-564,1148,1
564,N-564,1448,4
565,N-565,516,5
565,N-565,1963,2
566,N-566,1241,3
566,N-566,2274,3
567,N-567,273,1
567,N-567,2100,1
568,N-568,268,3
568,N-568,613,5
568,N-568,1412,1
568,N-568,1614,1
568,N-568,1648,4
568,N-568,2355,3
568,N-568,2464,2
569,N-569,43,1
569,N-569,409,4
570,N-570,2231,5
570,N-570,2444,2
571,N-571,556,4
572,N-572,1183,1
572,N-572,2407,3
573,N-573,1689,3
574,N-574,449,2
574,N-574,1708,3
574,N-574,2010,4
574,N-574,2259,3
575,N-575,691,4
575,N-575,1799,1
576,N-576,859,1
576,N-576,998,1
576,N-576,1417,5
578,N-578,253,1
578,N-578,422,4
578,N-578,1345,3
580,N-580,964,4
580,N-580,1610,4
581,N-581,295,2
581,N-581,514,2
582,N-582,1960,3
583,N-583,2074,1
584,N-584,2211,1
584,N-584,2386,4
584,N-584,2493,5
585,N-585,1265,2
585,N-585,1304,3
585,N-585,1355,1
585,N-585,2339,5
586,N-586,1,3
586,N-586,1638,2
586,N-586,1826,3
586,N-586,1854,2
586,N-586,1999,2
586,N-586,2119,4
587,N-587,1319,3
587,N-587,2271,4
588,N-588,926,2
588,N-588,1031,5
589,N-589,313,1
589,N-589,1049,4
591,N-591,36,2
591,N-591,68,3
591,N-591,702,4
591,N-591,717,2
591,N-591,731,3
591,N-591,2236,2
591,N-591,2429,4
591,N-591,2454,3
592,N-592,996,2
592,N-592,1299,1
592,N-592,1413,2
592,N-592,1917,3
593,N-593,655,2
593,N-593,832,3
593,N-593,916,4
593,N-593,1092,2
593,N-593,1541,1
593,N-593,1704,3
593,N-593,1787,3
594,N-594,969,3
594,N-594,1296,5
594,N-594,1849,5
594,N-594,2279,2
595,N-595,342,3
595,N-595,1679,5
596,N-596,1115,4
597,N-597,707,5
597,N-597,1010,3
597,N-597,1197,3
597,N-597,2189,3
598,N-598,366,4
598,N-598,907,1
598,N-598,1877,1
599,N-599,592,3
600,N-600,1237,5
600,N-600,1305,2
601,N-601,1767,3
603,N-603,25,4
603,N-603,85,3
604,N-604,345,3
604,N-604,2069,1
604,N-604,2399,5
605,N-605,813,4
605,N-605,1394,3
605,N-605,1819,3
606,N-606,427,3
606,N-606,1019,5
606,N-606,1631,5
607,N-607,597,4
608,N-608,2348,1
609,N-609,52,1
609,N-609,334,5
609,N-609,519,1
609,N-609,2385,4
610,N-610,353,3
610,N-610,1335,1
610,N-610,2361,5
611,N-611,539,2
611,N-611,812,5
612,N-612,250,4
612,N-612,778,1
613,N-613,954,2
614,N-614,511,4
614,N-614,1140,5
614,N-614,2445,4
615,N-615,1163,4
615,N-615,1354,4
616,N-616,103,4
616,N-616,510,5
616,N-616,1397,4
616,N-616,1763,1
616,N-616,1829,1
616,N-616,2014,3
617,N-617,549,1
617,N-617,745,2
617,N-617,1251,4
619,N-619,145,5
619,N-619,1393,5
619,N-619,1695,2
619,N-619,1861,5
620,N-620,864,2
620,N-620,1289,3
621,N-621,370,1
621,N-621,750,4
621,N-621,1838,1
621,N-621,2007,4
622,N-622,2103,5
623,N-623,2116,4
624,N-624,1166,2
625,N-625,1604,3
625,N-625,1915,2
626,N-626,1729,1
627,N-627,289,5
627,N-627,389,5
627,N-627,524,1
627,N-627,1611,4
628,N-628,279,3
628,N-628,2198,1
628,N-628,2394,3
628,N-628,2395,3
629,N-629,440,1
629,N-629,1045,4
629,N-629,2174,4
630,N-630,1020,1
630,N-630,1380,5
631,N-631,19,4
631,N-631,252,1
631,N-631,685,4
631,N-631,1004,1
632,N-632,681,5
632,N-632,1329,3
633,N-633,379,2
633,N-633,1249,4
633,N-633,1725,4
633,N-633,2130,5
633,N-633,2293,5
635,N-635,718,3
635,N-635,1080,1
635,N-635,2071,4
636,N-636,326,5
636,N-636,586,5
636,N-636,1154,1
638,N-638,1779,4
638,N-638,2449,1
639,N-639,1742,4
640,N-640,463,1
640,N-640,1064,3
640,N-640,1202,4
640,N-640,1749,3
640,N-640,2064,3
641,N-641,418,1
641,N-641,2117,1
642,N-642,548,2
642,N-642,798,4
642,N-642,1846,5
643,N-643,392,3
643,N-643,2237,2
644,N-644,850,4
644,N-644,1388,2
644,N-644,2109,1
645,N-645,1462,1
645,N-645,1522,4
645,N-645,1866,1
646,N-646,1461,3
646,N-646,2004,3
646,N-646,2303,3
647,N-647,1262,3
647,N-647,1291,1
647,N-647,1618,4
647,N-647,1692,4
648,N-648,1460,2
648,N-648,2001,5
649,N-649,141,4
649,N-649,1350,3
649,N-649,2086,2
649,N-649,2317,5
650,N-650,837,4
650,N-650,1175,3
650,N-650,1734,3
650,N-650,2331,3
651,N-651,245,3
652,N-652,143,5
652,N-652,352,2
653,N-653,136,3
654,N-654,71,4
655,N-655,1244,4
655,N-655,2450,1
655,N-655,2488,5
656,N-656,1771,2
657,N-657,917,2
657,N-657,1426,5
657,N-657,1804,3
658,N-658,753,4
658,N-658,1651,3
658,N-658,1853,1
659,N-659,660,3
659,N-659,1133,2
660,N-660,1051,5
660,N-660,1125,2
660,N-660,1761,1
660,N-660,2039,3
661,N-661,722,4
661,N-661,1306,4
661,N-661,1626,2
661,N-661,1743,3
662,N-662,817,3
662,N-662,1429,3
662,N-662,2288,1
663,N-663,822,1
663,N-663,890,5
664,N-664,442,2
664,N-664,834,4
665,N-665,649,3
665,N-665,1369,4
666,N-666,928,1
666,N-666,1318,5
666,N-666,2131,1
666,N-666,2379,1
668,N-668,598,5
668,N-668,991,4
668,N-668,1071,5
668,N-668,1899,3
669,N-669,1887,2
669,N-669,1930,2
669,N-669,2195,4
670,N-670,1352,2
670,N-670,2202,4
670,N-670,2245,2
670,N-670,2352,5
671,N-671,93,4
671,N-671,96,5
671,N-671,564,2
671,N-671,827,1
671,N-671,1043,3
672,N-672,782,4
672,N-672,997,3
672,N-672,2036,3
673,N-673,578,2
674,N-674,551,5
674,N-674,2153,2
675,N-675,146,5
675,N-675,1401,3
677,N-677,473,2
677,N-677,1256,5
678,N-678,2134,5
679,N-679,857,5
679,N-679,2137,1
680,N-680,540,4
680,N-680,662,1
681,N-681,584,4
682,N-682,262,2
682,N-682,1588,3
682,N-682,1839,5
682,N-682,2347,2
683,N-683,190,1
684,N-684,340,4
684,N-684,1633,5
685,N-685,1134,5
686,N-686,111,1
687,N-687,861,5
687,N-687,1206,2
687,N-687,1946,2
688,N-688,785,3
688,N-688,2043,2
689,N-689,65,3
689,N-689,1542,2
689,N-689,1903,2
690,N-690,1450,5
690,N-690,2072,4
690,N-690,2434,4
691,N-691,2173,2
692,N-692,1384,5
692,N-692,1865,3
693,N-693,185,1
693,N-693,187,1
693,N-693,561,3
693,N-693,773,4
693,N-693,1076,3
693,N-693,1515,1
693,N-693,1785,3
696,N-696,195,3
696,N-696,495,4
696,N-696,1491,2
696,N-696,1920,3
697,N-697,26,1
697,N-697,1221,1
697,N-697,2432,2
698,N-698,568,4
699,N-699,86,4
699,N-699,1390,3
699,N-699,1685,3
700,N-700,823,2
700,N-700,1300,1
700,N-700,2298,2
700,N-700,2360,5
701,N-701,189,4
701,N-701,1392,4
701,N-701,1620,2
701,N-701,2227,3
702,N-702,543,1
702,N-702,1097,1
702,N-702,2447,3
703,N-703,1550,3
703,N-703,2154,3
703,N-703,2322,4
704,N-704,2147,3
704,N-704,2344,5
704,N-704,2364,2
705,N-705,13,3
705,N-705,2221,2
706,N-706,480,3
706,N-706,2207,2
706,N-706,2371,3
707,N-707,1135,5
708,N-708,1331,4
708,N-708,2282,2
709,N-709,447,4
709,N-709,1264,5
709,N-709,1817,5
709,N-709,2261,5
710,N-710,1710,5
711,N-711,739,3
711,N-711,1562,1
711,N-711,2228,5
712,N-712,208,5
712,N-712,355,2
712,N-712,621,3
712,N-712,1778,5
713,N-713,1247,4
713,N-713,1941,5
714,N-714,243,2
714,N-714,711,4
714,N-714,1227,3
714,N-714,1696,4
715,N-715,714,3
715,N-715,1813,2
715,N-715,1876,4
715,N-715,1985,3
716,N-716,137,1
716,N-716,162,3
716,N-716,168,5
716,N-716,484,3
716,N-716,533,5
717,N-717,1640,3
717,N-717,2188,1
718,N-718,360,4
718,N-718,825,4
719,N-719,658,2
719,N-719,1164,3
720,N-720,841,4
720,N-720,1258,5
721,N-721,59,1
721,N-721,446,4
721,N-721,1619,1
721,N-721,1856,1
721,N-721,2058,2
722,N-722,855,5
722,N-722,874,5
723,N-723,423,1
723,N-723,1311,4
723,N-723,1431,4
723,N-723,2054,4
724,N-724,1852,5
725,N-725,695,1
725,N-725,1182,5
726,N-726,1220,1
726,N-726,1637,5
727,N-727,550,1
727,N-727,963,5
727,N-727,1344,5
727,N-727,1440,5
727,N-727,2178,3
728,N-728,1278,2
728,N-728,1531,2
728,N-728,2415,5
729,N-729,1414,4
729,N-729,2377,1
730,N-730,534,2
730,N-730,819,2
731,N-731,1101,3
731,N-731,1827,1
731,N-731,1844,2
731,N-731,1906,4
731,N-731,2336,1
731,N-731,2398,1
732,N-732,180,4
732,N-732,645,5
733,N-733,419,5
733,N-733,2332,2
734,N-734,134,5
735,N-735,844,2
736,N-736,1493,3
736,N-736,1652,4
736,N-736,1758,4
737,N-737,193,4
737,N-737,2213,1
738,N-738,3,4
738,N-738,2097,3
738,N-738,2412,5
739,N-739,974,4
739,N-739,1456,2
739,N-739,2027,5
740,N-740,230,1
740,N-740,488,4
740,N-740,492,2
740,N-740,503,3
741,N-741,826,2
741,N-741,1492,3
741,N-741,1705,4
741,N-741,2286,3
742,N-742,629,4
742,N-742,666,4
743,N-743,515,1
744,N-744,2129,4
744,N-744,2330,2
745,N-745,50,1
745,N-745,81,4
745,N-745,2005,3
745,N-745,2367,3
746,N-746,223,5
746,N-746,1606,4
746,N-746,2085,5
747,N-747,371,5
747,N-747,1000,5
747,N-747,1548,5
747,N-747,1897,1
747,N-747,2421,3
748,N-748,500,2
748,N-748,1407,3
749,N-749,131,4
749,N-749,868,2
750,N-750,110,2
750,N-750,468,4
750,N-750,471,3
750,N-750,1053,2
751,N-751,672,5
751,N-751,2145,5
751,N-751,2225,5
751,N-751,2341,1
752,N-752,995,2
753,N-753,634,2
753,N-753,762,2
753,N-753,987,4
753,N-753,1016,1
754,N-754,270,2
754,N-754,793,2
754,N-754,1645,1
754,N-754,1702,1
755,N-755,799,4
756,N-756,417,5
756,N-756,1944,1
756,N-756,2176,5
757,N-757,2325,5
758,N-758,867,2
758,N-758,1195,4
759,N-759,33,2
759,N-759,696,2
759,N-759,1840,1
760,N-760,622,2
760,N-760,1837,1
760,N-760,2075,1
761,N-761,929,5
761,N-761,1290,3
761,N-761,1972,3
762,N-762,1152,2
762,N-762,2273,5
763,N-763,286,3
763,N-763,309,5
763,N-763,361,4
763,N-763,921,4
763,N-763,1795,2
763,N-763,1818,2
763,N-763,2009,1
764,N-764,851,2
764,N-764,1110,2
764,N-764,1888,4
765,N-765,1349,3
765,N-765,1797,4
765,N-765,1798,1
766,N-766,846,5
766,N-766,1100,5
766,N-766,2304,5
767,N-767,348,3
767,N-767,1957,1
767,N-767,2451,3
768,N-768,1098,3
768,N-768,2345,4
769,N-769,1890,5
769,N-769,2485,4
770,N-770,981,3
770,N-770,1050,2
770,N-770,1088,2
771,N-771,105,4
771,N-771,372,3
771,N-771,1441,1
772,N-772,710,4
772,N-772,757,4
772,N-772,2015,4
772,N-772,2291,5
773,N-773,1994,4
774,N-774,236,5
774,N-774,831,3
775,N-775,1591,3
776,N-776,588,5
776,N-776,1079,4
776,N-776,1119,2
776,N-776,1928,4
776,N-776,2306,4
777,N-777,905,5
777,N-777,1234,1
777,N-777,1552,3
778,N-778,625,4
778,N-778,701,1
778,N-778,736,1
779,N-779,1259,1
779,N-779,2114,1
780,N-780,1454,5
780,N-780,1693,1
780,N-780,1712,2
781,N-781,2180,1
782,N-782,1323,5
783,N-783,2002,1
784,N-784,1721,1
784,N-784,1770,2
785,N-785,2419,2
786,N-786,1733,5
787,N-787,1822,5
788,N-788,719,2
788,N-788,1324,3
788,N-788,1669,1
790,N-790,1415,2
791,N-791,15,2
791,N-791,142,4
791,N-791,260,2
791,N-791,2034,5
792,N-792,192,4
792,N-792,351,3
792,N-792,582,4
792,N-792,1138,3
792,N-792,1892,2
792,N-792,2135,5
792,N-792,2165,3
792,N-792,2255,1
793,N-793,522,4
793,N-793,2053,2
794,N-794,780,3
794,N-794,1032,3
795,N-795,1058,3
795,N-795,1254,2
795,N-795,1371,5
795,N-795,2278,5
796,N-796,1940,5
797,N-797,571,2
797,N-797,1635,3
798,N-798,1391,5
798,N-798,2057,4
799,N-799,1180,2
800,N-800,1557,3
801,N-801,359,5
801,N-801,412,1
801,N-801,674,3
801,N-801,910,5
801,N-801,1536,2
801,N-801,1585,4
802,N-802,756,1
802,N-802,774,2
803,N-803,1427,3
803,N-803,2110,1
804,N-804,1398,2
804,N-804,1926,4
805,N-805,218,1
805,N-805,637,1
805,N-805,680,5
805,N-805,940,1
805,N-805,961,1
805,N-805,1379,3
806,N-806,1828,4
806,N-806,1981,2
807,N-807,490,5
807,N-807,1008,4
808,N-808,1215,1
808,N-808,1295,4
808,N-808,1863,4
809,N-809,67,1
809,N-809,518,4
809,N-809,1574,5
809,N-809,2032,3
810,N-810,308,4
810,N-810,330,3
810,N-810,432,3
810,N-810,1472,2
810,N-810,2107,2
811,N-811,62,5
811,N-811,1219,3
812,N-812,930,5
812,N-812,1109,3
813,N-813,1280,3
813,N-813,1646,4
814,N-814,51,3
814,N-814,314,5
814,N-814,1607,5
815,N-815,587,2
815,N-815,871,3
815,N-815,1287,4
816,N-816,2035,1
818,N-818,686,4
819,N-819,177,1
819,N-819,1686,5
819,N-819,1949,1
820,N-820,188,2
820,N-820,261,5
820,N-820,1070,1
820,N-820,1161,2
820,N-820,2081,5
821,N-821,532,3
822,N-822,465,1
822,N-822,1200,1
823,N-823,247,2
823,N-823,1741,1
823,N-823,2023,4
824,N-824,335,1
824,N-824,1012,1
824,N-824,1544,1
825,N-825,444,3
825,N-825,1269,3
826,N-826,1482,3
826,N-826,1674,2
826,N-826,2466,4
827,N-827,501,5
827,N-827,735,5
827,N-827,744,5
828,N-828,647,4
828,N-828,1513,1
829,N-829,1571,2
829,N-829,2390,5
830,N-830,1810,2
831,N-831,114,1
831,N-831,470,5
831,N-831,617,1
831,N-831,1558,4
831,N-831,2392,3
832,N-832,367,1
832,N-832,507,2
833,N-833,965,3
833,N-833,2192,2
834,N-834,79,5
834,N-834,1087,3
834,N-834,1697,2
835,N-835,362,4
835,N-835,426,5
835,N-835,620,5
835,N-835,761,3
835,N-835,2238,3
836,N-836,558,5
836,N-836,2240,1
837,N-837,172,1
837,N-837,259,4
837,N-837,585,2
837,N-837,820,4
837,N-837,1127,3
837,N-837,1671,3
838,N-838,175,5
838,N-838,281,2
838,N-838,1597,1
839,N-839,437,2
839,N-839,1308,2
840,N-840,881,3
840,N-840,1239,1
840,N-840,2290,3
840,N-840,2389,1
841,N-841,128,5
841,N-841,742,5
841,N-841,912,2
842,N-842,56,3
842,N-842,1108,3
843,N-843,231,3
843,N-843,502,2
844,N-844,20,1
844,N-844,856,5
844,N-844,918,5
845,N-845,1936,3
846,N-846,151,5
847,N-847,1540,3
848,N-848,233,3
848,N-848,852,1
849,N-849,723,4
849,N-849,1044,1
849,N-849,1253,1
850,N-850,403,5
850,N-850,725,5
850,N-850,1439,3
850,N-850,1788,3
851,N-851,1996,2
852,N-852,386,5
852,N-852,700,3
852,N-852,2327,2
853,N-853,87,2
853,N-853,1908,5
853,N-853,2229,5
854,N-854,139,1
854,N-854,414,5
854,N-854,513,3
854,N-854,601,3
854,N-854,715,2
854,N-854,1486,4
855,N-855,1995,4
855,N-855,2216,5
855,N-855,2391,2
856,N-856,529,4
856,N-856,1709,1
857,N-857,2351,4
857,N-857,2356,4
859,N-859,489,2
859,N-859,810,5
859,N-859,1309,5
859,N-859,1501,1
860,N-860,1418,1
860,N-860,1760,5
860,N-860,2098,5
860,N-860,2382,4
861,N-861,269,5
861,N-861,425,3
862,N-862,1165,3
863,N-863,777,1
863,N-863,2080,2
863,N-863,2458,3
864,N-864,788,3
864,N-864,2252,5
865,N-865,1150,1
865,N-865,1596,4
866,N-866,476,3
866,N-866,843,2
866,N-866,1477,2
866,N-866,1964,4
867,N-867,127,2
867,N-867,349,1
867,N-867,740,3
867,N-867,909,4
867,N-867,1063,2
868,N-868,66,5
868,N-868,2256,2
869,N-869,307,2
869,N-869,639,2
869,N-869,705,2
869,N-869,1302,4
869,N-869,2056,3
870,N-870,1207,2
870,N-870,1621,5
870,N-870,2283,2
870,N-870,2294,1
872,N-872,1018,2
872,N-872,1582,1
872,N-872,2090,1
872,N-872,2115,5
873,N-873,545,3
873,N-873,1775,4
874,N-874,1320,2
874,N-874,1424,5
875,N-875,1373,1
875,N-875,1483,1
876,N-876,1317,4
877,N-877,234,5
877,N-877,1310,3
877,N-877,2307,5
877,N-877,2357,5
880,N-880,302,4
880,N-880,2018,5
881,N-881,913,4
882,N-882,2003,5
882,N-882,2077,2
883,N-883,455,3
883,N-883,833,5
883,N-883,1126,2
883,N-883,2475,1
884,N-884,1784,2
885,N-885,144,5
885,N-885,194,3
885,N-885,462,5
885,N-885,2171,4
885,N-885,2269,3
886,N-886,1146,2
886,N-886,2155,3
886,N-886,2400,4
887,N-887,44,5
887,N-887,1747,5
887,N-887,2242,4
888,N-888,53,4
888,N-888,100,4
888,N-888,318,3
889,N-889,937,5
889,N-889,1077,3
890,N-890,665,4
890,N-890,1114,4
890,N-890,1316,3
891,N-891,873,1
891,N-891,1459,1
892,N-892,305,2
892,N-892,1469,5
893,N-893,420,5
894,N-894,947,5
895,N-895,1715,5
895,N-895,2320,1
896,N-896,400,4
896,N-896,559,4
896,N-896,616,5
896,N-896,2055,3
897,N-897,1332,1
897,N-897,1470,1
898,N-898,294,2
898,N-898,796,4
898,N-898,2125,3
899,N-899,795,1
900,N-900,1117,5
900,N-900,1623,3
900,N-900,1722,4
900,N-900,2066,1
900,N-900,2365,3
901,N-901,1502,1
901,N-901,1566,4
901,N-901,2206,3
903,N-903,626,2
903,N-903,1533,4
903,N-903,2199,3
903,N-903,2455,5
903,N-903,2478,1
904,N-904,57,5
904,N-904,671,1
904,N-904,784,1
904,N-904,948,2
904,N-904,1054,1
904,N-904,1923,5
904,N-904,2249,2
905,N-905,880,5
905,N-905,960,1
905,N-905,1584,4
905,N-905,2328,4
906,N-906,1581,2
907,N-907,258,5
907,N-907,999,4
908,N-908,5,3
908,N-908,1973,1
908,N-908,2452,2
908,N-908,2487,3
909,N-909,1434,4
909,N-909,1601,1
909,N-909,1754,4
910,N-910,117,1
910,N-910,155,2
910,N-910,1085,5
910,N-910,1855,5
910,N-910,2141,1
910,N-910,2267,5
911,N-911,215,1
911,N-911,1911,2
912,N-912,1358,1
914,N-914,376,4
914,N-914,1083,5
915,N-915,216,1
915,N-915,1504,4
915,N-915,1561,3
916,N-916,199,1
916,N-916,858,5
916,N-916,1977,4
917,N-917,687,3
917,N-917,1072,5
918,N-918,94,2
918,N-918,690,3
919,N-919,124,4
919,N-919,456,2
919,N-919,694,3
919,N-919,1464,4
919,N-919,1609,4
919,N-919,1740,3
920,N-920,1791,2
921,N-921,899,3
921,N-921,1894,5
921,N-921,1979,5
922,N-922,2289,5
923,N-923,40,3
923,N-923,358,2
923,N-923,1661,2
923,N-923,1924,2
924,N-924,178,4
924,N-924,2300,3
925,N-925,1419,4
925,N-925,2479,1
926,N-926,801,2
926,N-926,1236,2
927,N-927,1186,4
927,N-927,2285,2
928,N-928,1112,5
928,N-928,1598,4
929,N-929,244,2
929,N-929,1094,2
929,N-929,1875,5
930,N-930,207,5
930,N-930,786,3
931,N-931,804,4
932,N-932,156,4
932,N-932,661,3
932,N-932,2177,1
933,N-933,1560,2
933,N-933,1746,2
933,N-933,1884,4
933,N-933,2044,1
934,N-934,73,5
934,N-934,130,3
935,N-935,165,2
936,N-936,1516,3
936,N-936,1659,2
937,N-937,402,1
937,N-937,573,3
937,N-937,2258,1
938,N-938,1111,2
939,N-939,1543,4
940,N-940,22,1
940,N-940,69,1
941,N-941,1496,2
941,N-941,2443,1
942,N-942,895,4
942,N-942,1830,3
943,N-943,1139,1
943,N-943,1577,5
943,N-943,1675,1
944,N-944,135,1
944,N-944,410,3
944,N-944,755,2
944,N-944,1188,4
945,N-945,1191,5
945,N-945,2118,1
945,N-945,2251,2
946,N-946,118,1
946,N-946,288,2
946,N-946,1225,3
946,N-946,1457,2
946,N-946,1796,4
946,N-946,2088,1
947,N-947,688,2
947,N-947,1090,3
947,N-947,2281,2
948,N-948,90,4
949,N-949,1003,3
949,N-949,1271,4
949,N-949,1735,1
950,N-950,1040,1
950,N-950,1463,4
950,N-950,1805,2
950,N-950,1927,5
951,N-951,938,5
951,N-951,985,5
952,N-952,375,1
952,N-952,1231,5
952,N-952,1559,1
953,N-953,557,5
953,N-953,615,3
954,N-954,80,1
954,N-954,566,3
954,N-954,1801,5
955,N-955,624,1
955,N-955,1617,4
956,N-956,659,5
956,N-956,1190,1
956,N-956,2492,2
957,N-957,1129,1
957,N-957,2359,3
958,N-958,123,3
958,N-958,2210,2
960,N-960,721,1
960,N-960,1314,5
960,N-960,1869,5
960,N-960,1870,4
961,N-961,214,1
961,N-961,1060,1
961,N-961,1816,1
962,N-962,1136,5
962,N-962,1294,2
962,N-962,2170,5
962,N-962,2247,2
962,N-962,2384,4
963,N-963,1399,3
963,N-963,2030,3
964,N-964,614,1
965,N-965,898,5
965,N-965,980,3
965,N-965,1947,3
966,N-966,346,1
966,N-966,2068,1
967,N-967,300,1
967,N-967,932,4
967,N-967,1095,4
967,N-967,1790,5
967,N-967,2456,2
968,N-968,748,4
968,N-968,1293,5
968,N-968,1934,3
968,N-968,2376,3
969,N-969,508,2
969,N-969,536,2
969,N-969,574,3
969,N-969,1224,5
970,N-970,1223,4
970,N-970,1569,1
970,N-970,2138,5
971,N-971,1162,5
971,N-971,1248,4
971,N-971,1281,4
971,N-971,1433,5
971,N-971,1445,4
971,N-971,1968,1
971,N-971,2063,5
971,N-971,2212,3
972,N-972,38,5
972,N-972,692,5
972,N-972,1766,2
972,N-972,2318,2
973,N-973,673,3
973,N-973,949,4
973,N-973,2430,1
974,N-974,699,2
974,N-974,1102,1
975,N-975,805,2
975,N-975,1556,3
975,N-975,1625,5
977,N-977,97,4
977,N-977,1481,5
978,N-978,611,3
978,N-978,1212,1
978,N-978,2268,2
979,N-979,198,5
979,N-979,553,1
979,N-979,2295,3
980,N-980,767,1
980,N-980,1179,3
980,N-980,1878,4
981,N-981,712,2
981,N-981,1246,3
981,N-981,1432,2
981,N-981,1990,1
982,N-982,521,5
982,N-982,542,1
983,N-983,438,4
983,N-983,576,1
983,N-983,1035,2
983,N-983,1489,2
984,N-984,54,1
984,N-984,1001,1
984,N-984,1286,1
984,N-984,1868,2
984,N-984,2243,1
985,N-985,301,1
985,N-985,729,1
985,N-985,1205,2
986,N-986,636,4
986,N-986,1381,4
987,N-987,821,4
988,N-988,1874,2
990,N-990,1046,4
990,N-990,1368,4
990,N-990,1772,2
990,N-990,1988,2
991,N-991,878,2
992,N-992,431,3
992,N-992,2254,3
993,N-993,365,5
993,N-993,1325,4
993,N-993,1528,3
993,N-993,1590,1
993,N-993,1851,4
994,N-994,925,4
994,N-994,1089,1
994,N-994,1886,2
995,N-995,246,4
995,N-995,248,4
995,N-995,399,2
995,N-995,807,3
995,N-995,935,2
996,N-996,265,5
996,N-996,1106,5
996,N-996,1850,1
997,N-997,227,2
997,N-997,1002,1
997,N-997,1547,5
997,N-997,1732,1
997,N-997,1859,5
999,N-999,132,3
999,N-999,1353,1
999,N-999,1475,5
999,N-999,1752,1
