id_planeta,id_mineral,cantidad_disponible,pureza
304,1690,423163.796,0.263
305,1007,338541.465,0.677
305,1193,714346.89,0.151
305,1651,820845.05,0.319
305,345,128110.117,0.413
305,836,138146.085,0.239
306,1,908518.712,0.338
306,156,223363.124,0.862
306,683,696019.788,0.108
306,1672,284449.463,0.936
306,1220,855511.549,0.703
307,45,441647.49,0.503
307,1223,368116.344,0.51
307,1333,789289.05,0.74
307,370,481102.844,0.827
307,1507,856990.689,0.581
308,33,218721.41,0.858
308,792,604392.541,0.227
308,1599,990533.868,0.502
308,1141,358864.391,0.979
308,724,85333.343,0.297
308,1459,37038.079,0.778
309,173,576904.177,0.513
309,899,790163.329,0.565
309,245,296434.007,0.289
309,1672,332357.148,0.54
309,814,547918.565,0.91
309,1102,441360.724,0.526
310,1533,752960.301,0.164
311,760,966647.71,0.081
312,464,751071.937,0.146
312,453,137563.436,0.096
313,1296,658041.435,0.265
313,106,887750.73,0.487
313,819,96483.084,0.339
313,1853,983045.079,0.11
313,131,720097.009,0.254
313,1421,806928.263,0.702
314,1350,527088.579,0.799
314,1153,664628.808,0.776
314,1347,895799.649,0.483
315,1795,112829.893,0.786
315,506,79260.276,0.538
315,1880,140577.647,0.553
316,1702,243346.507,0.325
316,1148,203794.05,0.828
316,421,368133.851,0.823
317,579,35012.331,0.093
317,1770,328737.667,0.227
318,122,666751.357,0.613
318,987,521675.093,0.229
319,1931,945666.022,0.451
319,749,387995.256,0.274
319,1930,168099.57,0.472
319,1995,51084.485,0.335
319,1669,90990.049,0.916
320,1857,227655.824,0.769
320,47,964616.776,0.431
320,1421,639839.818,0.618
320,1341,771435.371,0.264
320,1203,904253.114,0.681
321,1319,946251.642,0.063
321,1413,763658.909,0.949
321,1947,722312.749,0.253
321,121,628440.473,0.916
322,1169,913026.036,0.176
322,1050,773549.858,0.173
322,1902,742981.583,0.658
322,128,158163.076,0.581
322,1788,30029.878,0.964
323,882,844791.673,0.706
323,1309,433300.527,0.821
323,754,350331.047,0.632
323,1029,56259.188,0.663
323,502,195809.46,0.75
324,177,851549.298,0.062
324,408,215504.733,0.296
324,1577,608503.632,0.831
324,333,419654.533,0.079
324,1404,32868.818,0.157
324,1759,410796.962,0.5
325,1675,867131.176,0.766
325,1365,537659.648,0.603
326,393,885547.091,0.291
326,1653,62243.474,0.533
326,1799,133352.372,0.431
326,197,596177.509,0.298
327,901,645841.911,0.695
327,1227,497731.268,0.422
328,328,21678.549,0.976
328,1434,89003.996,0.427
328,133,453331.297,0.245
328,97,763778.602,0.066
328,187,307973.803,0.131
328,1154,536737.784,0.553
329,360,652296.788,0.216
329,1621,10127.737,0.34
329,1268,770165.014,0.428
330,1901,298395.176,0.435
330,414,807836.842,0.167
330,303,725582.12,0.15
331,1119,767575.051,0.759
331,253,69068.127,0.932
331,798,435880.083,0.062
331,1387,100467.449,0.572
331,1583,84396.324,0.622
331,161,714736.316,0.495
332,214,598793.162,0.152
332,266,787970.745,0.723
332,999,826494.628,0.144
332,5,766026.417,0.123
332,1881,714873.343,0.448
332,583,882512.057,0.632
333,1156,824834.254,0.976
333,1651,707651.758,0.083
334,80,754100.487,0.354
334,1285,407368.651,0.298
334,729,280006.741,0.079
334,1957,722362.779,0.554
334,907,180122.151,0.667
335,911,623479.277,0.255
335,1139,300718.355,0.564
335,646,500162.147,0.895
335,1298,562307.527,0.237
336,522,829150.293,0.688
336,90,181987.908,0.911
336,100,379925.175,0.388
337,1793,667969.698,0.657
337,820,131434.659,0.149
337,1128,414039.442,0.488
337,949,248514.807,0.629
338,939,54659.384,0.146
339,1970,94742.552,0.976
339,1358,72561.601,0.918
339,1183,444594.672,0.615
339,226,493204.388,0.389
339,620,973857.145,0.428
339,582,747358.396,0.667
340,1057,658438.535,0.43
341,1901,465541.755,0.636
341,1447,43715.069,0.468
341,1649,626438.692,0.477
341,1760,809850.907,0.498
341,159,645090.651,0.397
341,1875,847165.978,0.115
342,1720,476932.356,0.835
342,26,169476.988,0.377
342,112,952321.583,0.561
343,1045,452608.6,0.057
343,1668,322478.051,0.808
343,275,301169.472,0.269
344,1310,762554.671,0.696
344,45,686868.094,0.215
344,1613,541050.772,0.877
344,1269,18899.182,0.707
345,922,293990.734,0.33
345,128,381984.605,0.315
345,415,328871.207,0.323
345,1657,404702.244,0.817
345,519,184743.851,0.792
345,1650,245707.393,0.343
346,610,378205.457,0.122
346,1111,470958.905,0.097
346,1090,613179.083,0.783
346,453,852645.888,0.421
347,1476,762935.052,0.95
347,490,219987.843,0.178
347,282,203968.608,0.245
347,1378,540144.026,0.59
348,1934,529327.388,0.644
348,518,198437.136,0.235
349,914,577531.769,0.355
349,1466,99741.373,0.728
349,1103,312525.362,0.657
350,1346,559973.604,0.869
350,1963,13238.634,0.574
350,1756,169698.012,0.513
350,1141,702142.25,0.632
351,88,715569.246,0.071
351,594,577801.86,0.129
351,1479,414637.86,0.287
351,1210,311742.661,0.29
351,365,754095.851,0.389
351,224,2160.779,0.522
352,1878,742566.117,0.543
352,1560,798548.62,0.476
353,1368,305737.089,0.254
353,1887,9276.942,0.353
353,720,106112.541,0.342
353,154,844884.7,0.278
353,1408,366121.07,0.374
354,1708,6216.536,0.159
355,1033,679242.945,0.565
355,892,802385.835,0.831
356,343,217133.452,0.857
356,984,866814.656,0.767
356,276,516406.48,0.699
357,1128,801777.933,0.919
357,1105,604624.835,0.906
357,1582,704829.724,0.414
358,1925,642118.118,0.533
358,1219,488530.941,0.654
358,1338,344321.581,0.265
358,718,190648.446,0.586
359,532,111291.618,0.793
359,466,983978.39,0.631
359,389,825320.009,0.695
360,1394,77822.232,0.423
360,751,231484.761,0.231
361,1085,725464.957,0.597
361,1571,727751.917,0.554
361,778,477395.047,0.618
362,1207,95264.055,0.06
362,1747,532504.882,0.903
362,1831,724443.389,0.341
363,1398,601284.334,0.618
363,1290,952106.292,0.539
363,1303,574828.43,0.651
363,1663,910646.396,0.203
363,448,799204.085,0.532
363,1317,316807.955,0.686
364,164,994634.045,0.545
364,480,716523.401,0.169
364,1715,539304.932,0.553
364,924,852357.86,0.785
364,317,868230.484,0.468
365,1712,691209.96,0.441
365,128,160192.261,0.462
365,26,709986.853,0.903
365,457,792869.493,0.916
366,22,572064.72,0.775
367,1508,816251.849,0.577
367,1792,925655.477,0.596
368,1162,355728.902,0.782
369,1013,99860.12,0.562
369,185,601062.421,0.298
369,652,712824.773,0.498
369,835,16427.601,0.258
369,85,546689.409,0.754
369,1786,128738.387,0.453
370,1471,625053.108,0.332
370,1637,177184.465,0.945
370,907,998599.044,0.876
370,1571,69704.287,0.41
371,1695,277340.747,0.485
371,408,781353.615,0.359
371,177,347029.598,0.105
371,1235,495490.213,0.068
372,367,986337.181,0.203
373,859,232531.467,0.211
373,443,304187.083,0.183
373,230,427223.547,0.368
373,1429,126844.541,0.407
373,37,843425.406,0.83
373,1695,435938.488,0.328
374,864,965912.089,0.792
374,903,819845.69,0.434
374,1360,9019.275,0.366
374,100,975871.393,0.385
375,1577,31484.057,0.878
375,580,240578.245,0.359
375,1965,305233.13,0.755
375,242,885562.63,0.109
375,1749,379306.116,0.51
376,615,416513.649,0.896
376,770,180661.937,0.556
377,389,512790.917,0.642
377,613,647648.32,0.773
377,274,134339.617,0.763
378,1480,72722.147,0.671
378,774,94975.163,0.37
378,958,402199.641,0.487
378,1215,613214.137,0.577
378,1081,112398.021,0.542
379,1812,441653.329,0.882
379,176,332784.25,0.326
380,1998,543409.597,0.841
380,947,753307.1,0.707
380,1634,177623.52,0.494
380,286,794050.586,0.913
380,547,64989.543,0.597
381,894,939926.75,0.626
381,1059,966000.93,0.96
381,1058,890573.901,0.554
381,1813,438740.115,0.069
382,1218,987658.847,0.152
382,775,199673.151,0.331
382,1137,455177.195,0.353
382,1981,510574.724,0.829
383,583,949512.628,0.817
383,423,230725.045,0.544
384,1081,567461.821,0.165
384,607,843307.758,0.775
384,1073,145825.284,0.587
384,1828,163270.972,0.499
384,1745,592686.975,0.193
384,59,69661.998,0.131
385,1315,865971.783,0.519
386,242,362665.806,0.156
387,554,686326.648,0.448
387,1768,453962.358,0.929
387,1945,815102.395,0.171
387,483,134067.937,0.899
388,1899,466682.678,0.779
388,1223,264252.179,0.757
388,163,393333.097,0.731
389,1437,136933.0,0.572
389,537,578276.011,0.47
390,370,26929.622,0.597
391,1009,844152.656,0.311
391,391,818743.199,0.77
391,1122,616101.791,0.63
392,1057,142873.402,0.628
392,630,168077.012,0.52
392,1802,146941.277,0.172
393,883,379364.943,0.542
394,1216,10323.443,0.43
394,1630,874688.646,0.137
394,537,812917.092,0.709
394,974,778082.31,0.081
395,967,866992.916,0.656
396,1698,482695.413,0.772
397,1701,409792.268,0.491
398,1874,357994.26,0.116
398,804,705376.241,0.85
398,1249,670882.011,0.702
398,1518,944288.447,0.636
398,1937,432064.905,0.777
398,346,982901.743,0.519
399,1142,118988.253,0.077
399,1827,512640.289,0.507
399,1269,472625.661,0.921
399,1395,154727.441,0.368
399,1381,954035.688,0.593
399,1045,171396.586,0.542
400,1652,465949.742,0.143
400,1397,595290.922,0.919
400,800,664180.449,0.315
400,1747,783757.878,0.56
400,98,185559.264,0.811
401,55,81700.928,0.659
401,1277,704528.535,0.179
401,1911,358226.835,0.941
401,1540,357323.974,0.443
401,1890,476685.979,0.096
402,1239,762966.575,0.655
403,589,579502.301,0.849
403,1886,232040.291,0.243
403,81,173689.535,0.481
404,844,375813.989,0.533
404,100,316728.637,0.428
404,1160,279036.823,0.746
404,9,257559.594,0.102
404,651,716442.608,0.78
404,1612,55153.276,0.263
405,1543,331124.151,0.328
405,1298,539583.804,0.082
405,458,824088.283,0.207
405,1159,999908.538,0.206
406,1995,211385.661,0.06
406,834,562082.169,0.587
406,413,503537.363,0.094
407,715,997955.634,0.075
408,1103,617570.494,0.121
408,525,654153.412,0.649
408,1847,604916.365,0.628
408,586,810193.478,0.385
409,534,221917.517,0.319
409,1942,578419.914,0.323
409,1236,243035.011,0.702
409,1976,460217.143,0.127
409,1941,197180.111,0.772
409,1998,816874.828,0.263
410,1568,844862.016,0.332
410,1976,395378.791,0.805
410,165,870787.387,0.26
411,1494,845267.058,0.263
411,1350,933165.008,0.715
411,1913,161202.511,0.242
411,1732,505090.22,0.675
412,1463,186200.091,0.314
412,1107,683572.021,0.843
413,758,998003.437,0.912
414,214,646058.161,0.065
414,657,920110.609,0.781
414,580,271106.096,0.514
414,1403,267368.548,0.672
414,1771,70426.643,0.61
415,1553,43239.33,0.404
416,135,893791.473,0.219
416,699,227231.77,0.123
417,1031,985001.336,0.715
417,1856,979860.263,0.107
417,907,550777.569,0.878
417,847,260362.959,0.372
417,1372,950397.271,0.438
417,1959,441591.444,0.383
418,1314,183425.326,0.182
419,1137,414930.136,0.601
420,1736,336363.975,0.833
420,84,653881.0,0.796
420,559,547674.92,0.537
420,515,710773.429,0.418
420,719,4884.585,0.576
420,1698,328630.75,0.963
421,1365,105017.536,0.234
421,402,417205.826,0.289
421,683,766337.877,0.646
421,897,624789.683,0.878
422,719,837022.894,0.151
422,1166,618652.398,0.901
422,1920,159171.672,0.307
422,109,286755.995,0.329
423,1783,684273.51,0.247
423,1595,385598.457,0.299
423,1794,207967.526,0.618
423,1744,911949.521,0.282
424,17,165557.67,0.098
424,1166,687008.88,0.341
424,1984,162054.475,0.873
425,1493,486501.079,0.698
425,1960,470422.292,0.944
426,928,352936.952,0.206
426,1487,696048.012,0.455
426,1518,585912.852,0.864
426,337,333701.382,0.445
427,1763,441983.898,0.909
427,1202,45070.525,0.969
427,1663,565529.39,0.445
427,393,156125.411,0.686
427,186,677285.119,0.371
428,496,111660.64,0.364
429,642,416268.49,0.088
429,367,27171.114,0.182
429,847,64826.238,0.442
429,1465,384402.249,0.727
429,767,71416.746,0.199
429,114,830822.01,0.627
430,1366,13895.679,0.209
430,521,665721.433,0.69
430,1805,34241.28,0.052
430,336,536117.845,0.26
430,498,455186.681,0.343
431,1394,424432.89,0.47
431,1023,290013.098,0.207
431,492,388381.708,0.964
432,1025,565534.418,0.234
432,498,773979.896,0.606
432,573,678463.838,0.368
433,620,529228.493,0.669
433,419,117377.159,0.568
434,1598,132140.505,0.299
434,949,65638.265,0.219
435,774,865233.953,0.68
435,1846,212047.161,0.957
436,805,556478.956,0.126
436,1488,289067.082,0.054
437,1267,815597.146,0.574
437,607,727368.617,0.184
438,1889,173924.122,0.765
438,486,537384.093,0.235
438,888,109915.281,0.417
439,1976,234115.932,0.565
439,282,774239.513,0.936
439,594,500351.398,0.651
439,1289,599587.387,0.255
439,269,198297.115,0.253
439,142,561629.539,0.135
440,1814,404750.51,0.886
441,1617,416014.427,0.264
441,883,207045.529,0.379
441,1443,37998.572,0.179
441,474,760438.003,0.159
441,1929,581984.492,0.932
442,1810,444278.997,0.563
443,1602,960713.561,0.727
443,1636,55540.119,0.348
444,210,489900.149,0.836
444,617,614240.997,0.463
444,684,541253.813,0.988
444,890,722791.793,0.709
444,857,7943.94,0.683
445,147,675561.037,0.942
445,809,682982.62,0.717
445,469,25685.878,0.813
445,899,597874.443,0.368
446,971,933361.041,0.127
446,259,382793.602,0.196
446,1473,141198.291,0.525
446,1971,946628.033,0.053
447,1817,1880.996,0.608
447,224,359886.295,0.309
447,704,962366.622,0.267
447,117,107669.179,0.098
447,1780,488249.347,0.717
448,1730,124.775,0.369
448,1337,112777.866,0.895
448,1124,339685.564,0.43
448,517,553808.184,0.669
449,117,901462.669,0.487
449,1163,560347.766,0.684
449,858,415270.36,0.404
449,1507,902750.832,0.917
449,217,363585.518,0.325
449,1100,340028.107,0.818
450,22,839767.812,0.052
450,987,495384.198,0.188
450,155,272067.571,0.331
450,1497,909454.247,0.497
450,1019,824077.443,0.968
451,1429,583952.604,0.65
451,533,842710.374,0.393
452,1172,41774.105,0.233
453,1314,880981.28,0.871
453,1686,552732.974,0.089
453,1649,835405.449,0.707
453,897,147055.92,0.898
453,1323,728068.389,0.904
454,1110,356009.212,0.804
454,1251,450238.481,0.879
454,452,221450.9,0.719
454,1309,532813.877,0.062
455,1230,449632.741,0.075
455,1630,37233.364,0.82
455,1319,940271.267,0.781
455,627,235877.47,0.655
455,1297,797470.526,0.102
456,894,475244.679,0.565
457,1844,181323.943,0.78
457,688,666939.046,0.987
457,944,12778.142,0.122
457,1883,113607.757,0.394
457,858,478982.913,0.843
458,290,335474.065,0.842
459,48,295291.728,0.694
459,603,227581.807,0.285
459,1163,402927.012,0.577
459,764,950877.536,0.821
459,1885,179641.089,0.389
459,398,746377.958,0.483
460,76,429613.104,0.066
460,1360,111877.247,0.314
461,514,544367.355,0.458
461,697,755342.435,0.755
461,1103,644094.749,0.829
461,653,43629.142,0.56
461,1801,940481.946,0.478
461,1694,701498.294,0.767
462,338,865114.39,0.165
462,1203,455179.793,0.103
462,1478,368296.494,0.761
462,1539,957354.398,0.453
462,3,865033.251,0.155
462,1740,6486.7,0.253
463,914,115705.039,0.623
464,1158,273425.162,0.894
464,388,161585.692,0.156
464,456,219159.512,0.226
464,972,539982.962,0.061
464,841,92267.711,0.638
465,305,989631.148,0.699
465,1939,605374.452,0.254
465,1115,65804.859,0.45
465,181,832440.715,0.886
465,1571,66823.176,0.258
465,1933,880310.56,0.805
466,112,256243.004,0.15
466,330,702746.275,0.202
466,1760,802135.638,0.495
467,1931,277615.671,0.429
467,1532,197765.383,0.739
467,1549,207481.118,0.402
467,461,268778.186,0.469
467,1274,343003.906,0.6
467,1591,103558.043,0.32
468,1962,35988.857,0.694
468,516,152151.576,0.855
468,160,151474.275,0.142
468,496,67122.446,0.24
469,1279,234178.634,0.731
469,1187,3352.591,0.47
470,430,62213.516,0.966
470,930,93381.736,0.395
470,1385,770568.563,0.934
470,521,168082.224,0.225
470,622,637453.126,0.882
470,397,283280.623,0.424
471,763,70240.172,0.634
471,94,843876.825,0.137
471,1821,167091.173,0.14
471,1357,963984.62,0.792
471,1874,363154.876,0.134
472,104,524097.734,0.179
473,624,734504.365,0.893
473,1679,734104.722,0.245
473,719,157969.489,0.276
473,170,907527.016,0.756
474,216,252232.178,0.427
474,833,605517.059,0.263
475,1180,564528.121,0.282
475,1638,522827.935,0.449
475,1770,283275.447,0.794
475,52,419934.768,0.316
475,728,123850.849,0.89
476,199,45107.7,0.939
476,1668,339252.119,0.802
476,1325,882343.193,0.815
476,718,39893.664,0.235
477,90,406336.535,0.945
477,265,424989.236,0.887
478,1291,680861.614,0.623
478,1746,99719.516,0.835
478,1053,186404.412,0.446
478,1952,761393.123,0.204
478,1130,61587.837,0.817
479,791,542115.016,0.762
479,840,448942.727,0.365
479,1163,18704.051,0.756
480,630,762591.622,0.622
481,350,793522.629,0.796
481,1070,74262.028,0.693
481,1111,813563.72,0.732
481,630,172932.723,0.099
482,483,819630.244,0.164
482,1359,692666.686,0.917
482,33,972517.698,0.534
482,782,455767.471,0.589
482,1663,410495.617,0.586
482,1739,519786.84,0.288
483,1110,865991.107,0.107
483,1211,535727.801,0.859
484,648,567375.29,0.141
484,1060,140640.929,0.121
484,87,510839.517,0.27
484,1662,230619.128,0.389
485,523,606346.119,0.395
485,1515,466612.065,0.597
485,1091,529315.636,0.902
485,1990,291603.04,0.281
486,1529,467972.893,0.058
486,738,922010.71,0.653
487,1356,381644.555,0.765
488,805,295029.221,0.689
488,882,461960.443,0.218
489,1085,349881.643,0.496
489,1877,418363.944,0.262
489,255,891425.282,0.359
489,170,683248.954,0.345
490,670,964288.257,0.817
490,1653,770357.196,0.471
490,1199,515851.203,0.835
490,1536,785131.739,0.506
491,439,538214.883,0.843
491,406,787463.546,0.552
491,729,682453.82,0.788
492,599,423307.243,0.33
492,701,288276.128,0.237
492,1161,210427.519,0.302
492,279,287765.781,0.141
492,972,806903.568,0.273
492,1602,815009.314,0.584
493,252,155938.401,0.603
493,197,87857.969,0.731
493,483,467077.062,0.834
494,412,714014.505,0.137
495,1123,895840.763,0.375
495,1089,100570.556,0.456
495,869,463798.99,0.374
496,605,184969.096,0.444
496,1975,917872.119,0.804
496,202,534716.085,0.506
496,757,169970.327,0.521
496,1679,953967.406,0.912
497,1650,256942.486,0.744
497,643,837177.69,0.386
498,659,309127.819,0.915
499,1347,42461.079,0.326
499,1539,854167.725,0.232
499,678,931827.149,0.727
499,1398,307577.953,0.485
500,1268,128705.584,0.786
500,1960,490125.99,0.804
500,842,559600.963,0.317
501,382,857747.802,0.672
501,1165,601037.028,0.153
501,901,189365.201,0.811
501,333,583937.727,0.615
502,1132,898723.096,0.282
502,1443,960448.274,0.238
502,1859,276112.612,0.579
503,1977,753949.273,0.729
503,1370,379266.741,0.518
503,373,951629.036,0.729
503,942,909298.349,0.611
503,349,79577.323,0.904
504,919,795155.368,0.468
504,256,234595.295,0.699
504,1054,861097.732,0.163
504,223,176320.687,0.094
504,1546,47799.592,0.985
505,51,301345.963,0.888
505,1994,463467.093,0.846
505,1622,332507.346,0.767
505,1690,848008.29,0.3
505,1858,875175.092,0.967
505,168,327284.452,0.301
506,284,353014.1,0.697
506,1516,822603.258,0.655
506,868,79395.403,0.845
506,812,118981.91,0.741
506,1980,24237.538,0.885
507,74,110548.437,0.08
507,161,688309.095,0.852
507,1441,92874.349,0.818
507,1416,459266.406,0.404
507,1403,534439.418,0.624
507,104,235719.797,0.484
508,697,692656.135,0.318
509,144,78411.573,0.746
509,644,590482.815,0.808
509,745,965011.041,0.571
509,912,897859.963,0.571
509,1314,815973.049,0.596
510,191,290000.143,0.923
510,157,310053.048,0.368
510,838,623876.725,0.759
510,284,155339.234,0.772
510,122,340262.945,0.177
510,1715,68857.332,0.92
511,455,569777.383,0.228
511,1565,515410.082,0.58
511,419,317322.34,0.693
511,1861,224551.744,0.743
512,726,252679.858,0.161
512,992,643608.591,0.673
512,900,343541.446,0.187
513,119,53985.972,0.07
513,1504,54161.983,0.704
513,428,415910.039,0.409
513,1039,516497.23,0.422
514,167,105937.378,0.452
514,1967,876620.73,0.602
515,1670,960850.205,0.478
516,565,735899.924,0.743
516,956,532703.558,0.591
517,1718,929277.733,0.926
518,1582,847917.494,0.258
518,1361,341834.092,0.423
518,1174,337719.333,0.948
518,906,470213.352,0.734
518,121,463101.873,0.959
518,598,228344.43,0.198
519,1724,557240.309,0.374
519,80,943446.026,0.789
519,1282,908279.887,0.878
520,832,772622.692,0.822
520,1870,959053.685,0.519
520,1395,40933.116,0.86
520,494,343427.264,0.664
521,581,653056.918,0.55
522,1196,775540.354,0.841
522,672,999644.752,0.806
522,104,846137.95,0.275
522,1917,66654.22,0.756
522,896,703424.485,0.741
522,1897,816891.106,0.19
523,898,973744.026,0.229
523,1708,268049.796,0.524
523,1917,20020.345,0.089
523,200,504079.823,0.079
523,675,477544.142,0.317
524,400,153488.646,0.726
524,1887,761091.152,0.754
524,1744,888943.565,0.688
525,1621,958597.111,0.146
526,118,832487.218,0.639
526,886,406246.325,0.734
526,1477,947236.036,0.178
526,1343,577489.947,0.41
527,277,813783.966,0.636
527,403,891201.839,0.978
528,121,722982.494,0.953
528,1392,876994.756,0.161
528,1726,316880.869,0.237
528,1336,278388.869,0.682
529,230,199435.206,0.946
530,1722,171520.641,0.381
530,861,899759.201,0.773
530,1079,341422.899,0.053
530,763,888949.126,0.47
530,775,157904.985,0.821
531,297,909552.991,0.983
531,292,531271.243,0.408
531,722,272251.679,0.116
531,649,751077.061,0.78
531,1095,398497.21,0.219
532,153,209945.122,0.618
532,1685,430411.902,0.189
532,1261,384218.348,0.707
533,920,17658.584,0.847
533,1312,924643.347,0.613
533,1426,458381.326,0.644
534,443,447082.444,0.156
534,1821,174219.434,0.068
534,182,552342.199,0.159
534,1068,965064.452,0.123
534,228,689323.382,0.167
535,1272,121623.611,0.432
536,284,991954.621,0.511
536,1557,165084.735,0.768
536,1595,982785.751,0.524
536,179,818321.843,0.501
536,1808,63256.211,0.283
536,1169,349808.66,0.086
537,589,462118.435,0.456
537,778,349686.776,0.584
537,1910,894026.169,0.729
538,466,926621.49,0.587
538,1194,912302.662,0.416
538,1313,492393.81,0.817
538,641,620582.507,0.852
538,677,185771.413,0.581
538,1642,450892.755,0.86
539,1785,159436.274,0.427
539,1607,969923.42,0.248
539,251,160737.428,0.18
539,808,902954.756,0.52
540,680,508607.558,0.703
540,119,127680.361,0.164
540,1100,736515.439,0.84
541,195,942373.744,0.779
541,1198,124882.729,0.142
541,538,654074.72,0.301
541,1765,128776.541,0.693
541,568,368386.837,0.835
541,1870,358741.294,0.575
542,179,852479.235,0.622
543,431,135281.065,0.835
543,919,769624.994,0.48
544,1441,174685.408,0.331
544,1546,471592.34,0.909
544,1928,559388.167,0.206
544,1374,468100.061,0.226
544,1866,974766.517,0.512
544,302,63368.036,0.734
545,908,185546.505,0.52
546,906,91748.307,0.138
546,364,182284.854,0.956
546,503,529959.978,0.077
546,142,250437.639,0.496
546,43,774445.941,0.275
547,1864,424892.968,0.142
548,1347,780766.581,0.498
548,527,837857.801,0.571
548,862,152656.848,0.162
549,453,354232.729,0.742
550,547,678766.669,0.25
550,771,220620.136,0.178
551,1130,990771.157,0.289
552,1013,466988.037,0.798
552,1899,800446.739,0.805
552,252,602276.942,0.854
552,1900,733313.986,0.301
552,1439,709850.255,0.094
552,939,531149.068,0.467
553,759,310023.216,0.284
553,590,92001.971,0.229
553,700,396211.425,0.894
553,1094,419866.239,0.751
553,1705,614095.997,0.733
553,840,89135.896,0.63
554,881,347442.147,0.631
554,1196,216328.551,0.931
554,1328,639644.722,0.905
554,865,178822.045,0.642
555,169,313257.995,0.585
555,1345,254940.53,0.067
555,1735,544963.728,0.264
556,1807,621355.51,0.493
556,65,554106.917,0.661
556,1120,19368.204,0.68
556,1412,699620.503,0.826
557,12,156173.455,0.074
557,1579,349668.971,0.95
557,522,86252.58,0.341
557,1519,250080.861,0.701
557,266,128942.006,0.216
558,1461,51691.902,0.515
558,790,450421.442,0.376
559,1084,327611.594,0.789
559,609,559568.129,0.373
559,1490,848056.859,0.514
559,1733,295898.262,0.293
559,1085,548203.354,0.817
560,218,756157.489,0.511
561,843,321804.958,0.284
561,67,506343.702,0.501
561,648,83274.87,0.743
561,1561,197475.976,0.918
562,1805,41564.619,0.213
562,201,899705.972,0.489
562,1531,576102.178,0.071
562,432,40523.376,0.77
562,1626,330707.329,0.462
562,573,824313.96,0.709
563,1116,383679.284,0.923
564,1354,647530.784,0.262
565,1481,262818.448,0.08
565,1510,336477.71,0.568
565,1566,927808.779,0.844
566,1677,385357.284,0.635
566,1110,10744.268,0.398
566,614,401631.076,0.909
567,1604,341026.632,0.225
567,1833,514174.316,0.657
567,1987,97370.218,0.408
567,717,510202.931,0.519
568,1528,365908.002,0.582
568,1325,37025.651,0.354
568,1784,834574.298,0.881
569,1657,758862.395,0.705
569,930,832594.557,0.221
570,493,453200.172,0.912
570,596,756277.944,0.148
570,1660,789686.046,0.264
571,161,103702.347,0.196
571,16,958225.224,0.313
571,1300,833982.181,0.166
571,1751,337834.905,0.716
571,704,612474.997,0.888
571,429,88839.654,0.694
572,384,50426.47,0.459
572,788,843778.116,0.161
572,239,209707.57,0.92
572,661,131969.061,0.452
572,1247,757120.66,0.56
573,50,128678.644,0.105
573,569,760176.097,0.421
573,648,633057.237,0.956
573,1052,740439.206,0.944
574,903,902278.532,0.847
574,807,961854.802,0.497
575,780,85396.281,0.272
575,1935,675142.656,0.364
575,1466,495634.145,0.452
576,659,431363.472,0.22
576,1478,529285.821,0.2
576,1665,351059.022,0.159
577,1911,622199.231,0.442
577,1103,631087.573,0.339
577,1154,587035.536,0.763
578,1351,916539.462,0.173
578,296,609200.915,0.224
578,1117,778431.028,0.673
578,692,813399.341,0.062
578,1686,374761.033,0.24
578,1315,647584.782,0.057
579,1193,515990.467,0.509
579,665,878247.961,0.825
579,667,478406.891,0.397
579,1513,729241.094,0.649
579,709,714224.753,0.465
580,1126,367710.783,0.119
580,1805,240518.55,0.387
581,277,909338.393,0.234
581,1423,679371.379,0.482
581,91,371689.665,0.909
582,1900,230087.6,0.944
582,991,97224.799,0.25
582,370,342355.876,0.989
582,168,66633.24,0.321
582,1590,243303.992,0.141
583,1313,847623.422,0.542
583,156,872200.958,0.708
583,378,626815.653,0.725
583,1374,815241.962,0.858
583,1383,531767.462,0.88
584,410,615107.853,0.869
584,1680,718659.901,0.881
585,1396,97931.821,0.901
586,1900,359157.152,0.482
586,1516,372316.913,0.057
586,1734,839727.261,0.924
587,319,68979.366,0.264
587,617,381629.794,0.836
587,260,89470.266,0.988
587,798,69278.417,0.272
587,318,475996.082,0.352
588,44,725333.489,0.688
588,1846,868214.96,0.113
588,157,157229.083,0.45
588,671,437424.794,0.774
589,654,76831.353,0.683
589,749,570998.328,0.492
589,1165,746722.094,0.734
589,1176,732090.551,0.865
589,838,898597.182,0.516
590,1429,252166.253,0.302
590,259,985990.128,0.662
590,761,586655.465,0.609
591,1342,619306.552,0.646
591,67,146745.359,0.666
591,1158,301891.612,0.143
591,1588,846784.496,0.163
591,1633,889958.437,0.759
592,1869,621048.979,0.559
592,1104,870570.321,0.22
592,1793,413680.169,0.942
592,264,484354.967,0.317
592,1867,925459.46,0.628
592,1107,44681.358,0.93
593,851,389970.057,0.964
593,1264,162961.579,0.71
593,1009,757281.479,0.503
593,32,432026.164,0.345
593,302,506990.284,0.347
594,1239,77419.819,0.897
595,802,3458.996,0.214
595,318,529184.081,0.351
595,1281,705797.96,0.114
595,1171,76079.728,0.45
595,1541,107643.897,0.381
596,1329,320443.489,0.552
596,261,963355.293,0.623
596,1136,125240.847,0.329
597,969,769327.154,0.228
597,1354,290706.736,0.954
598,1412,517078.083,0.469
599,1403,99282.613,0.417
599,815,275361.271,0.731
600,1430,286825.746,0.689
600,721,811994.437,0.409
601,1223,899663.32,0.405
601,414,848408.544,0.573
